nome,endereco,telefone,whatsapp,instagram,email,categoria,subnicho,tem_site,url_site,avaliacao,num_avaliacoes,cidade,bairro,link_maps,place_id
Técnico de manutenção de celular em Nova Iguaçu,"Condominio Paradiso Cabuçu - Campo Alegre, Nova Iguaçu - RJ, 26292-334",21) 97714-8482,21) 97714-8482,,,Assistência técnica de celular,Assistência técnica de celular,False,,5.0,,"Nova Iguaçu, RJ",Campo Alegre,"https://www.google.com/maps/place/T%C3%A9cnico+de+manuten%C3%A7%C3%A3o+de+celular+em+Nova+Igua%C3%A7u/@-22.7655566,-43.7018873,12z/data=!4m11!1m3!2m2!1sassistencia+tecnica+de+celular+em+Nova+Igua%C3%A7u,+RJ!6e6!3m6!1s0xa7da69c50bbd7c3:0xa64d5255c893ff6c!8m2!3d-22.7655566!4d-43.5576917!15sCjJhc3Npc3RlbmNpYSB0ZWNuaWNhIGRlIGNlbHVsYXIgZW0gTm92YSBJZ3Vhw6d1LCBSSpIBDnJlcGFpcl9zZXJ2aWNl4AEA!16s%2Fg%2F11rpdd15x9?entry=ttu&g_ep=EgoyMDI2MDYyMy4wIKXMDSoASAFQAw%3D%3D",0xa7da69c50bbd7c3:0xa64d5255c893ff6c
EPHONE ASSISTÊNCIA TÉCNICA NILÓPOLIS,"Rua professor Alfredo Gonçalves Filgueira 12 - Centro, Nilópolis - RJ, 26525-060",21) 96987-4916,21) 96987-4916,,,Assistência técnica de celular,Assistência técnica de celular,True,https://ephonerj.com.br/,4.4,,"Nova Iguaçu, RJ",Centro,"https://www.google.com/maps/place/EPHONE+ASSIST%C3%8ANCIA+T%C3%89CNICA+NIL%C3%93POLIS/@-22.7598471,-43.5983425,12z/data=!4m11!1m3!2m2!1sassistencia+tecnica+de+celular+em+Nova+Igua%C3%A7u,+RJ!6e6!3m6!1s0x99614df23bffff:0x4deeab7fe5f8f380!8m2!3d-22.8101174!4d-43.4154047!15sCjJhc3Npc3RlbmNpYSB0ZWNuaWNhIGRlIGNlbHVsYXIgZW0gTm92YSBJZ3Vhw6d1LCBSSlozIjFhc3Npc3RlbmNpYSB0ZWNuaWNhIGRlIGNlbHVsYXIgZW0gbm92YSBpZ3Vhw6d1IHJqkgEYbW9iaWxlX3Bob25lX3JlcGFpcl9zaG9wmgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDJ4Vk0wNUdRblpOTVZKdFlrVnNTVTlWTlRGaVZGSkVWVlJPTTFsV1JSQULgAQD6AQQIABAf!16s%2Fg%2F11hctyt3tj?entry=ttu&g_ep=EgoyMDI2MDYyMy4wIKXMDSoASAFQAw%3D%3D",0x99614df23bffff:0x4deeab7fe5f8f380
ConsertTechCell - Assistência Técnica,"R. Copacabana, 62A - LJ B - Venda Velha, São João de Meriti - RJ, 25580-000",21) 95944-5576,21) 95944-5576,,,Assistência técnica de celular,Assistência técnica de celular,True,https://sites.google.com/view/conserttechcell/,5.0,,"Nova Iguaçu, RJ",Venda Velha,"https://www.google.com/maps/place/ConsertTechCell+-+Assist%C3%AAncia+T%C3%A9cnica/@-22.7598471,-43.5983425,12z/data=!4m10!1m3!2m2!1sassistencia+tecnica+de+celular+em+Nova+Igua%C3%A7u,+RJ!6e6!3m5!1s0x9965528b10ac91:0xaae90be9eca22504!8m2!3d-22.7677837!4d-43.3734981!16s%2Fg%2F11xt354s71?entry=ttu&g_ep=EgoyMDI2MDYyMy4wIKXMDSoASAFQAw%3D%3D",0x9965528b10ac91:0xaae90be9eca22504
Smart Tech,"Av. Getúlio Vargas, 1343 - Centro, Nilópolis - RJ, 26525-023",21) 98028-8611,21) 98028-8611,https://www.instagram.com/lojasmart.tech,,Assistência técnica de celular,Assistência técnica de celular,False,https://www.instagram.com/lojasmart.tech/,4.5,,"Nova Iguaçu, RJ",Centro,"https://www.google.com/maps/place/Smart+Tech/@-22.7598471,-43.5983425,12z/data=!4m10!1m3!2m2!1sassistencia+tecnica+de+celular+em+Nova+Igua%C3%A7u,+RJ!6e6!3m5!1s0x99614d923d3c17:0xce43461976ed7522!8m2!3d-22.8098446!4d-43.4169922!16s%2Fg%2F11f3f9flfy?entry=ttu&g_ep=EgoyMDI2MDYyMy4wIKXMDSoASAFQAw%3D%3D",0x99614d923d3c17:0xce43461976ed7522
Ifix Cell Board ( Especializada em Iphone),"Galeria Guanabara - R. José Hipólito de Oliveira, 47 - Loja 3 - Centro, Nova Iguaçu - RJ, 26220-031",21) 96968-0450,https://api.whatsapp.com/send/?phone=%2B5521969680450&text=Encontrei+voc%C3%AAs+no+Google%2C+quero+mais+informa%C3%A7%C3%B5es&type=phone_number&app_absent=0,,,Conserto de celular,Conserto de celular,True,https://api.whatsapp.com/send/?phone=%2B5521969680450&text=Encontrei+voc%C3%AAs+no+Google%2C+quero+mais+informa%C3%A7%C3%B5es&type=phone_number&app_absent=0,4.9,,"Nova Iguaçu, RJ",Centro,"https://www.google.com/maps/place/Ifix+Cell+Board+(+Especializada+em+Iphone)/@-22.7579946,-43.5216616,13z/data=!4m10!1m2!2m1!1sconserto+de+celular+em+Nova+Igua%C3%A7u,+RJ!3m6!1s0x997f68ddeb8599:0xeb33462deaada690!8m2!3d-22.7594817!4d-43.4480267!15sCidjb25zZXJ0byBkZSBjZWx1bGFyIGVtIE5vdmEgSWd1YcOndSwgUkpaKCImY29uc2VydG8gZGUgY2VsdWxhciBlbSBub3ZhIGlndWHDp3UgcmqSARhtb2JpbGVfcGhvbmVfcmVwYWlyX3Nob3CaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTlNjRmxVWDNCQlJSQULgAQD6AQQIABA_!16s%2Fg%2F11hdz742dw?entry=ttu&g_ep=EgoyMDI2MDYyMy4wIKXMDSoASAFQAw%3D%3D",0x997f68ddeb8599:0xeb33462deaada690
Gtell Acessórios,"R. Dr. Paulo Fróes Machado, 43 - Centro, Nova Iguaçu - RJ, 26255-170",21) 99578-8786,21) 99578-8786,,,Conserto de celular,Conserto de celular,False,,4.3,,"Nova Iguaçu, RJ",Centro,"https://www.google.com/maps/place/Gtell+Acess%C3%B3rios/@-22.7579946,-43.5216616,13z/data=!4m10!1m2!2m1!1sconserto+de+celular+em+Nova+Igua%C3%A7u,+RJ!3m6!1s0x996706bbca74d5:0xdbbe68d72c39b74e!8m2!3d-22.7609898!4d-43.4507878!15sCidjb25zZXJ0byBkZSBjZWx1bGFyIGVtIE5vdmEgSWd1YcOndSwgUkpaKCImY29uc2VydG8gZGUgY2VsdWxhciBlbSBub3ZhIGlndWHDp3UgcmqSARBjZWxsX3Bob25lX3N0b3JlmgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDJ4U1dHRkZhSGRqZWtwMlQwVlJNRko2VlhSWFJVbDZaRVpWZVdWWVl4QULgAQD6AQQIABAe!16s%2Fg%2F1ptxjv7kj?entry=ttu&g_ep=EgoyMDI2MDYyMy4wIKXMDSoASAFQAw%3D%3D",0x996706bbca74d5:0xdbbe68d72c39b74e
Carol Cell,"Galeria do Comércio - R. José Hipólito de Oliveira, Boxs 14 e 15 - Centro, Nova Iguaçu - RJ, 26210-130",21) 97185-4856,21) 97185-4856,https://www.instagram.com/carol_cell_?igsh=dzl0Y3J1ZTV1MXZo,,Conserto de celular,Conserto de celular,False,https://www.instagram.com/carol_cell_?igsh=dzl0Y3J1ZTV1MXZo,4.8,,"Nova Iguaçu, RJ",Centro,"https://www.google.com/maps/place/Carol+Cell/@-22.7579946,-43.5216616,13z/data=!4m10!1m2!2m1!1sconserto+de+celular+em+Nova+Igua%C3%A7u,+RJ!3m6!1s0x9967679da01c85:0xcf92ba674cf668b7!8m2!3d-22.759512!4d-43.4475291!15sCidjb25zZXJ0byBkZSBjZWx1bGFyIGVtIE5vdmEgSWd1YcOndSwgUkpaKCImY29uc2VydG8gZGUgY2VsdWxhciBlbSBub3ZhIGlndWHDp3UgcmqSARBjZWxsX3Bob25lX3N0b3JlmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5JTlhOcU1FdG5FQUXgAQD6AQQIABBA!16s%2Fg%2F11y3x9rcns?entry=ttu&g_ep=EgoyMDI2MDYyMy4wIKXMDSoASAFQAw%3D%3D",0x9967679da01c85:0xcf92ba674cf668b7
G Gold Cell,"Av. Henrique Duque Estrada Meyer, 318 - Alto da Posse, Nova Iguaçu - RJ, 26030-380",21) 99814-5555,21) 99814-5555,,,Conserto de celular,Conserto de celular,True,https://www.facebook.com/287795538003323/,4.7,,"Nova Iguaçu, RJ",Alto da Posse,"https://www.google.com/maps/place/G+Gold+Cell/@-22.7579946,-43.5216616,13z/data=!4m10!1m2!2m1!1sconserto+de+celular+em+Nova+Igua%C3%A7u,+RJ!3m6!1s0x9967b89f3b493b:0x674416b15b4b7f40!8m2!3d-22.7356728!4d-43.4584051!15sCidjb25zZXJ0byBkZSBjZWx1bGFyIGVtIE5vdmEgSWd1YcOndSwgUkpaKCImY29uc2VydG8gZGUgY2VsdWxhciBlbSBub3ZhIGlndWHDp3UgcmqSARRwaG9uZV9yZXBhaXJfc2VydmljZZoBRENpOURRVWxSUVVOdlpFTm9kSGxqUmpsdlQyNVNhR05zUm1oVmVtTjVaRWRhZG1SV1VuSmFTRXBFWTBaUk1sSlhZeEFC4AEA-gEECAAQFw!16s%2Fg%2F11bc73g6w7?entry=ttu&g_ep=EgoyMDI2MDYyMy4wIKXMDSoASAFQAw%3D%3D",0x9967b89f3b493b:0x674416b15b4b7f40
You Cell Conserto de Celulares,"Av. Carlos Marques Rollo, 648 - Vila Nova, Nova Iguaçu - RJ, 26255-298",21) 97426-6901,21) 97426-6901,,,Conserto de celular,Conserto de celular,False,,4.5,,"Nova Iguaçu, RJ",Vila Nova,"https://www.google.com/maps/place/You+Cell+Conserto+de+Celulares/@-22.7579946,-43.5216616,13z/data=!4m11!1m3!2m2!1sconserto+de+celular+em+Nova+Igua%C3%A7u,+RJ!6e6!3m6!1s0x99677cd7d912cb:0x4fa732f4ee4e390e!8m2!3d-22.7646886!4d-43.4298385!15sCidjb25zZXJ0byBkZSBjZWx1bGFyIGVtIE5vdmEgSWd1YcOndSwgUkpaKCImY29uc2VydG8gZGUgY2VsdWxhciBlbSBub3ZhIGlndWHDp3UgcmqSARBjZWxsX3Bob25lX3N0b3JlmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJTYTAxbWNWZFJFQUXgAQD6AQQIABAf!16s%2Fg%2F11f66vd9nj?entry=ttu&g_ep=EgoyMDI2MDYyMy4wIKXMDSoASAFQAw%3D%3D",0x99677cd7d912cb:0x4fa732f4ee4e390e
UPA CELL,"R. Pedrosa Lins, 35 - Dom Rodrigo, Nova Iguaçu - RJ, 26280-360",21) 98932-3160,21) 98932-3160,,,Conserto de celular,Conserto de celular,False,,4.9,,"Nova Iguaçu, RJ",Dom Rodrigo,"https://www.google.com/maps/place/UPA+CELL/@-22.7579946,-43.5216616,13z/data=!4m10!1m2!2m1!1sconserto+de+celular+em+Nova+Igua%C3%A7u,+RJ!3m6!1s0x99676cd346346d:0xf5a9bd3b2929d3c0!8m2!3d-22.7605228!4d-43.47391!15sCidjb25zZXJ0byBkZSBjZWx1bGFyIGVtIE5vdmEgSWd1YcOndSwgUkpaKCImY29uc2VydG8gZGUgY2VsdWxhciBlbSBub3ZhIGlndWHDp3UgcmqSARhtb2JpbGVfcGhvbmVfcmVwYWlyX3Nob3CaAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMjFXVVZWRmFGaGphbWhtVVZWT2NtUnJWblJaVjBwSVRXdzVWMDFyUlJBQuABAPoBBAgAEA8!16s%2Fg%2F11h3kbx_qx?entry=ttu&g_ep=EgoyMDI2MDYyMy4wIKXMDSoASAFQAw%3D%3D",0x99676cd346346d:0xf5a9bd3b2929d3c0
DR CELL conserto de smartphone,"Heraldo Sales de Abreu - Centro, Nova Iguaçu - RJ, 26210-060",21) 97950-0772,21) 97950-0772,,,Conserto de celular,Conserto de celular,False,,4.9,,"Nova Iguaçu, RJ",Centro,"https://www.google.com/maps/place/DR+CELL+conserto+de+smartphone/@-22.7579946,-43.5216616,13z/data=!4m10!1m2!2m1!1sconserto+de+celular+em+Nova+Igua%C3%A7u,+RJ!3m6!1s0x996797236643f3:0x1fb27a934de2f7a5!8m2!3d-22.7596777!4d-43.4486455!15sCidjb25zZXJ0byBkZSBjZWx1bGFyIGVtIE5vdmEgSWd1YcOndSwgUkpaKCImY29uc2VydG8gZGUgY2VsdWxhciBlbSBub3ZhIGlndWHDp3UgcmqSARRwaG9uZV9yZXBhaXJfc2VydmljZZoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSc00wcFhaMGhCRUFF4AEA-gEECAAQPQ!16s%2Fg%2F11fsz1xjdw?entry=ttu&g_ep=EgoyMDI2MDYyMy4wIKXMDSoASAFQAw%3D%3D",0x996797236643f3:0x1fb27a934de2f7a5
Eduardo Cell conserto de celular,"R. Alagoas, 290 - Jardim da Viga, Nova Iguaçu - RJ, 26013-590",21) 96500-2926,21) 96500-2926,,,Conserto de celular,Conserto de celular,False,,5.0,,"Nova Iguaçu, RJ",Jardim da Viga,"https://www.google.com/maps/place/Eduardo+Cell+conserto+de+celular/@-22.7579946,-43.5216616,13z/data=!4m10!1m2!2m1!1sconserto+de+celular+em+Nova+Igua%C3%A7u,+RJ!3m6!1s0x99673d26deedd5:0x3154a6f3bd14b38!8m2!3d-22.7403787!4d-43.4423245!15sCidjb25zZXJ0byBkZSBjZWx1bGFyIGVtIE5vdmEgSWd1YcOndSwgUkpaKCImY29uc2VydG8gZGUgY2VsdWxhciBlbSBub3ZhIGlndWHDp3UgcmqSARhtb2JpbGVfcGhvbmVfcmVwYWlyX3Nob3CaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUkllRFUzWWt0bkVBReABAPoBBAgAECo!16s%2Fg%2F11p17b_116?entry=ttu&g_ep=EgoyMDI2MDYyMy4wIKXMDSoASAFQAw%3D%3D",0x99673d26deedd5:0x3154a6f3bd14b38
CONTENTECELL,"Galeria do Comercio - Av. Gov. Amaral Peixoto, 34 - Loja 19 - Centro, Nova Iguaçu - RJ, 26210-060",21) 98747-2133,21) 98747-2133,,,Conserto de celular,Conserto de celular,True,https://contentecell.com.br/,5.0,,"Nova Iguaçu, RJ",Centro,"https://www.google.com/maps/place/CONTENTECELL/@-22.7579946,-43.5216616,13z/data=!4m10!1m2!2m1!1sconserto+de+celular+em+Nova+Igua%C3%A7u,+RJ!3m6!1s0x99677777525b27:0xf5c82a60bc80fe1e!8m2!3d-22.7599357!4d-43.4480463!15sCidjb25zZXJ0byBkZSBjZWx1bGFyIGVtIE5vdmEgSWd1YcOndSwgUkpaKCImY29uc2VydG8gZGUgY2VsdWxhciBlbSBub3ZhIGlndWHDp3UgcmqSARhtb2JpbGVfcGhvbmVfcmVwYWlyX3Nob3CaAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMjAxUzJWRVFrVlJNakZxV2pOU1JWZHFValZVUldSNVlrZFNSbHBJWXhBQuABAPoBBAgWEEY!16s%2Fg%2F11ldq272ty?entry=ttu&g_ep=EgoyMDI2MDYyMy4wIKXMDSoASAFQAw%3D%3D",0x99677777525b27:0xf5c82a60bc80fe1e
Impacto Cell Telefonia,"R. Maria Adelaide de Carvalho, 20 - Centro, Nova Iguaçu - RJ, 26210-070",21) 96731-0948,21) 96731-0948,,,Conserto de celular,Conserto de celular,False,,5.0,,"Nova Iguaçu, RJ",Centro,"https://www.google.com/maps/place/Impacto+Cell+Telefonia/@-22.7579946,-43.5216616,13z/data=!4m10!1m2!2m1!1sconserto+de+celular+em+Nova+Igua%C3%A7u,+RJ!3m6!1s0x996700c32085ff:0x740e32f04461d46b!8m2!3d-22.7593694!4d-43.4489805!15sCidjb25zZXJ0byBkZSBjZWx1bGFyIGVtIE5vdmEgSWd1YcOndSwgUkpaKCImY29uc2VydG8gZGUgY2VsdWxhciBlbSBub3ZhIGlndWHDp3UgcmqSARBjZWxsX3Bob25lX3N0b3JlmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJrYkhJek1qZFJSUkFC4AEA-gEECAAQDQ!16s%2Fg%2F11j2dmpsbr?entry=ttu&g_ep=EgoyMDI2MDYyMy4wIKXMDSoASAFQAw%3D%3D",0x996700c32085ff:0x740e32f04461d46b
Eletrocel,"R. Antônio Melo, 118 - Centro, Nova Iguaçu - RJ, 26210-230",21) 4107-4720,,,,Conserto de celular,Conserto de celular,False,,4.6,,"Nova Iguaçu, RJ",Centro,"https://www.google.com/maps/place/Eletrocel/@-22.7579946,-43.5216616,13z/data=!4m11!1m3!2m2!1sconserto+de+celular+em+Nova+Igua%C3%A7u,+RJ!6e6!3m6!1s0x996707f853c07b:0x782037fd2754c046!8m2!3d-22.755961!4d-43.4543729!15sCidjb25zZXJ0byBkZSBjZWx1bGFyIGVtIE5vdmEgSWd1YcOndSwgUkpaKCImY29uc2VydG8gZGUgY2VsdWxhciBlbSBub3ZhIGlndWHDp3UgcmqSARBjZWxsX3Bob25lX3N0b3JlmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJsY2w5Zk5FcDNFQUXgAQD6AQQIABA7!16s%2Fg%2F11b7c8p15k?entry=ttu&g_ep=EgoyMDI2MDYyMy4wIKXMDSoASAFQAw%3D%3D",0x996707f853c07b:0x782037fd2754c046
CarlinhoCell Consertos e Acessórios,"R. Sen. Roberto Kennedy, 3 - Engenho Pequeno, Nova Iguaçu - RJ, 26011-360",21) 99088-0193,21) 99088-0193,,,Conserto de celular,Conserto de celular,False,,,,"Nova Iguaçu, RJ",Engenho Pequeno,"https://www.google.com/maps/place/CarlinhoCell+Consertos+e+Acess%C3%B3rios/@-22.7579946,-43.5216616,13z/data=!4m11!1m3!2m2!1sconserto+de+celular+em+Nova+Igua%C3%A7u,+RJ!6e6!3m6!1s0x99673db67f3149:0xee58fbae3d523452!8m2!3d-22.7470382!4d-43.4241277!15sCidjb25zZXJ0byBkZSBjZWx1bGFyIGVtIE5vdmEgSWd1YcOndSwgUkqSARhtb2JpbGVfcGhvbmVfcmVwYWlyX3Nob3DgAQA!16s%2Fg%2F11hdsn25l_?entry=ttu&g_ep=EgoyMDI2MDYyMy4wIKXMDSoASAFQAw%3D%3D",0x99673db67f3149:0xee58fbae3d523452
PatricMultimarcas Tropical,"R. Damas Batista, 997 - Jardim Tropical, Nova Iguaçu - RJ, 26011-151",21) 98674-0716,21) 98674-0716,,,Conserto de celular,Conserto de celular,False,,5.0,,"Nova Iguaçu, RJ",Jardim Tropical,"https://www.google.com/maps/place/PatricMultimarcas+Tropical/@-22.7579946,-43.5216616,13z/data=!4m11!1m3!2m2!1sconserto+de+celular+em+Nova+Igua%C3%A7u,+RJ!6e6!3m6!1s0x9967c3ced7f685:0x6ba4a7130db852b7!8m2!3d-22.7503339!4d-43.4305808!15sCidjb25zZXJ0byBkZSBjZWx1bGFyIGVtIE5vdmEgSWd1YcOndSwgUkpaKCImY29uc2VydG8gZGUgY2VsdWxhciBlbSBub3ZhIGlndWHDp3UgcmqSARhtb2JpbGVfcGhvbmVfcmVwYWlyX3Nob3CaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUlFlV1ppUzJwQlJSQULgAQD6AQQIABAq!16s%2Fg%2F11s851tgnx?entry=ttu&g_ep=EgoyMDI2MDYyMy4wIKXMDSoASAFQAw%3D%3D",0x9967c3ced7f685:0x6ba4a7130db852b7
Iguaçu cell,"R. José Hipólito de Oliveira, 71 - Loja D - Centro, Nova Iguaçu - RJ, 26210-130",21) 97428-8343,21) 97428-8343,,,Conserto de celular,Conserto de celular,False,,5.0,,"Nova Iguaçu, RJ",Centro,"https://www.google.com/maps/place/Igua%C3%A7u+cell/@-22.7579946,-43.5216616,13z/data=!4m11!1m3!2m2!1sconserto+de+celular+em+Nova+Igua%C3%A7u,+RJ!6e6!3m6!1s0x9967795c1458db:0x60e37c36ea2d7ffa!8m2!3d-22.7591585!4d-43.4483525!15sCidjb25zZXJ0byBkZSBjZWx1bGFyIGVtIE5vdmEgSWd1YcOndSwgUkpaKCImY29uc2VydG8gZGUgY2VsdWxhciBlbSBub3ZhIGlndWHDp3UgcmqSARBjZWxsX3Bob25lX3N0b3JlmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJVZDI5dVRsOW5SUkFC4AEA-gEECAAQNg!16s%2Fg%2F11y4vr7vyz?entry=ttu&g_ep=EgoyMDI2MDYyMy4wIKXMDSoASAFQAw%3D%3D",0x9967795c1458db:0x60e37c36ea2d7ffa
SOS celular,"Av. José Mariano Passos - Centro, Belford Roxo - RJ, 26130-570",21) 98337-2478,21) 98337-2478,,,Conserto de celular,Conserto de celular,False,,4.5,,"Nova Iguaçu, RJ",Centro,"https://www.google.com/maps/place/SOS+celular/@-22.7598985,-43.4772311,13z/data=!4m11!1m3!2m2!1sconserto+de+celular+em+Nova+Igua%C3%A7u,+RJ!6e6!3m6!1s0x996512c9451649:0x1f82b1873d40bbd6!8m2!3d-22.7598985!4d-43.4051333!15sCidjb25zZXJ0byBkZSBjZWx1bGFyIGVtIE5vdmEgSWd1YcOndSwgUkpaKCImY29uc2VydG8gZGUgY2VsdWxhciBlbSBub3ZhIGlndWHDp3UgcmqSARhtb2JpbGVfcGhvbmVfcmVwYWlyX3Nob3CaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUkNMVjloYlhwM1JSQULgAQD6AQQIBxA0!16s%2Fg%2F11tc7rl7g8?entry=ttu&g_ep=EgoyMDI2MDYyMy4wIKXMDSoASAFQAw%3D%3D",0x996512c9451649:0x1f82b1873d40bbd6
Bookcenter,"Av. Rio Branco, 156 - Loja 208 St.03 - Centro, Rio de Janeiro - RJ, 20040-003",21) 3974-3596,,,,Assistência de computadores e notebooks,Assistência de computadores e notebooks,True,http://www.bookcenternotebook.com.br/,4.7,,"Nova Iguaçu, RJ",Centro,"https://www.google.com/maps/place/Bookcenter/@-22.7607636,-43.3936351,13z/data=!4m9!1m2!2m1!1sassistencia+de+computadores+e+notebooks+em+Nova+Igua%C3%A7u,+RJ!3m5!1s0x997f84e2f80dc9:0x1c1bf710b5b456a7!8m2!3d-22.9070765!4d-43.1771697!16s%2Fg%2F11jmx21rnn?entry=ttu&g_ep=EgoyMDI2MDYyMy4wIKXMDSoASAFQAw%3D%3D",0x997f84e2f80dc9:0x1c1bf710b5b456a7
Noteduke Assistência técnica de impressoras e notebooks,"R. Mal. Deodoro, 629 - sala 801 - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25071-190",21) 2673-3006,https://api.whatsapp.com/send?phone=552126733006&text=Preciso+de+ajuda+com+meu+projetor+GMN,,,Assistência de computadores e notebooks,Assistência de computadores e notebooks,True,http://www.noteduke.com.br/,4.8,,"Nova Iguaçu, RJ",Jardim Vinte e Cinco de Agosto,"https://www.google.com/maps/place/Noteduke+Assist%C3%AAncia+t%C3%A9cnica+de+impressoras+e+notebooks/@-22.7607636,-43.3936351,13z/data=!4m10!1m2!2m1!1sassistencia+de+computadores+e+notebooks+em+Nova+Igua%C3%A7u,+RJ!3m6!1s0x997aeba36374ad:0xdc5b2f0a9ff30945!8m2!3d-22.7904916!4d-43.3076557!15sCjthc3Npc3RlbmNpYSBkZSBjb21wdXRhZG9yZXMgZSBub3RlYm9va3MgZW0gTm92YSBJZ3Vhw6d1LCBSSlo8Ijphc3Npc3RlbmNpYSBkZSBjb21wdXRhZG9yZXMgZSBub3RlYm9va3MgZW0gbm92YSBpZ3Vhw6d1IHJqkgEXY29tcHV0ZXJfcmVwYWlyX3NlcnZpY2WaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTXRNV0pmUXkxQlJSQULgAQD6AQQINxAz!16s%2Fg%2F11b7y7t74c?entry=ttu&g_ep=EgoyMDI2MDYyMy4wIKXMDSoASAFQAw%3D%3D",0x997aeba36374ad:0xdc5b2f0a9ff30945
MANUTENÇÃO E CONSERTO DE NOTEBOOK COMPUTADOR SMARTPHONE E TABLET,"Tv. Rita De Cassia, 81 - Kennedy, Nova Iguaçu - RJ, 26020-095",21) 98247-9213,5521982479213,,,Assistência de computadores e notebooks,Assistência de computadores e notebooks,True,http://www.vmanutencao.com.br/,5.0,,"Nova Iguaçu, RJ",Kennedy,"https://www.google.com/maps/place/MANUTEN%C3%87%C3%83O+E+CONSERTO+DE+NOTEBOOK+COMPUTADOR+SMARTPHONE+E+TABLET/@-22.7344371,-43.5184642,13z/data=!4m10!1m2!2m1!1sassistencia+de+computadores+e+notebooks+em+Nova+Igua%C3%A7u,+RJ!3m6!1s0x9967d3cd8a1417:0x3b1b8b36779940af!8m2!3d-22.7344371!4d-43.4463664!15sCjthc3Npc3RlbmNpYSBkZSBjb21wdXRhZG9yZXMgZSBub3RlYm9va3MgZW0gTm92YSBJZ3Vhw6d1LCBSSlo8Ijphc3Npc3RlbmNpYSBkZSBjb21wdXRhZG9yZXMgZSBub3RlYm9va3MgZW0gbm92YSBpZ3Vhw6d1IHJqkgEdY29tcHV0ZXJfc3VwcG9ydF9hbmRfc2VydmljZXOaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTnFaMHR5Y1dKbkVBReABAPoBBAg5EAw!16s%2Fg%2F11cm85w59b?entry=ttu&g_ep=EgoyMDI2MDYyMy4wIKXMDSoASAFQAw%3D%3D",0x9967d3cd8a1417:0x3b1b8b36779940af
Athicus Reparo e Manutenção de Notebook e computadores,"R. Nunes Alves, 75 - sala 109 - Centro, Duque de Caxias - RJ, 25020-085",21) 99428-0707,21) 99428-0707,,,Assistência de computadores e notebooks,Assistência de computadores e notebooks,True,http://athicus.com.br/,4.2,,"Nova Iguaçu, RJ",Centro,"https://www.google.com/maps/place/Athicus+Reparo+e+Manuten%C3%A7%C3%A3o+de+Notebook+e+computadores/@-22.7607636,-43.3936351,13z/data=!3m1!5s0x997ac02657ae9b:0x633e0af90e24ae82!4m10!1m2!2m1!1sassistencia+de+computadores+e+notebooks+em+Nova+Igua%C3%A7u,+RJ!3m6!1s0x997b9647069eb3:0x8ecacd8a4b198f0!8m2!3d-22.7858733!4d-43.310418!15sCjthc3Npc3RlbmNpYSBkZSBjb21wdXRhZG9yZXMgZSBub3RlYm9va3MgZW0gTm92YSBJZ3Vhw6d1LCBSSlo8Ijphc3Npc3RlbmNpYSBkZSBjb21wdXRhZG9yZXMgZSBub3RlYm9va3MgZW0gbm92YSBpZ3Vhw6d1IHJqkgEXY29tcHV0ZXJfcmVwYWlyX3NlcnZpY2WaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUktObTgzVWtObkVBReABAPoBBAgAECs!16s%2Fg%2F11tgcc9jf3?entry=ttu&g_ep=EgoyMDI2MDYyMy4wIKXMDSoASAFQAw%3D%3D",0x997ac02657ae9b:0x633e0af90e24ae82
