nome,endereco,telefone,email,categoria,tem_site,url_site,avaliacao,num_avaliacoes,cidade
Drogarias Cumani,"R. Tharsis e Paula, 111 - Fazenda Caxias, Seropédica - RJ, 23895-175",21) 95936-5414,,farmácia,False,,4.3,,"Seropédica, RJ"
Drogaria Rio-São Paulo,"Av. Sebastião José de Souza, s/n - Loja B - Santa Sofia, Seropédica - RJ, 23890-000",21) 2682-4246,,farmácia,False,,5.0,,"Seropédica, RJ"
Ideal Saúde,"R. Rita Batista, 29 - loja2 - Campo Lindo, Seropédica - RJ, 23898-081",21) 99523-1185,,farmácia,False,,4.9,,"Seropédica, RJ"
DROGARIA DONA FARMA,"Av. Min. Fernando Costa - Boa Esperança, Seropédica - RJ, 23890-000",21) 97395-7878,,farmácia,False,,3.3,,"Seropédica, RJ"
Cityfarma São Miguel,"Rua Ana Lúcia Leite Anselmo, Lt 33 - Qd 59 - São Miguel, Seropédica - RJ, 23893-790",21) 95912-9171,,farmácia,False,,5.0,,"Seropédica, RJ"
Drogarias Rio São Paulo,"R. Osvaldo Dantas Martins, 17 - São Miguel, Seropédica - RJ, 23890-000",21) 98616-8709,,farmácia,False,,4.5,,"Seropédica, RJ"
ODC Seropédica,"Av. Min. Fernando Costa, 1103 - Fazenda Caxias, Seropédica - RJ, 23895-265",21) 3787-7847,,dentista,False,,4.8,4,"Seropédica, RJ"
Odonto Legentil,"R. José Tunula - Boa Esperança, Seropédica - RJ, 23890-000",21) 99503-6315,,dentista,False,,4.9,,"Seropédica, RJ"
SR | Clínic Odontologia e Saúde,"R. Jaíro Ramalho, 89 - Boa Esperança, Seropédica - RJ, 23894-426",21) 96478-4610,,dentista,False,,4.7,,"Seropédica, RJ"
Consultório Dra Camilla Rodrigues,"R. Piraí, S/N - Loja 1 Qd 2 Lt7 - Boa Esperança, Seropédica - RJ, 23894-874",21) 99018-5481,,dentista,False,,5.0,,"Seropédica, RJ"
Odonto Seropédica Clínica Odontológica,"Av. Min. Fernando Costa, 477 - Sala 201 - Fazenda Caxias, Seropédica - RJ, 23895-225",21) 2682-1094,,dentista,False,,,,"Seropédica, RJ"
Sorria 40,"Estr. Rio São Paulo, 183D - Jardins, Seropédica - RJ, 23898-000",21) 99891-5179,,dentista,False,,5.0,,"Seropédica, RJ"
Dentistas Drª Lorena Agrelli,"R. Joana Resende, n° 61 - Sobreloja - Fazenda Caxias, Seropédica - RJ, 23895-205",21) 98849-6242,,dentista,False,,3.5,,"Seropédica, RJ"
Prótese Dentária Erick.F.K,"R. Orlando Costermani - Boa Esperança, Seropédica - RJ, 23894-818",21) 98003-6069,,dentista,False,,5.0,,"Seropédica, RJ"
CONSULTÓRIO ODONTOLÓGICO ODONTO CUNHA - DENTISTAS,"Estr. Rio São Paulo, 10 - Sala 1 - Campo Lindo, Seropédica - RJ, 23898-081",21) 96967-7301,,dentista,False,,5.0,,"Seropédica, RJ"
Canto & Silva Advogados,"Estr. Rio São Paulo, 167 - Campo Lindo, Seropédica - RJ, 23898-000",21) 99941-1559,,advogado,False,,4.4,,"Seropédica, RJ"
Liverson Advogado,"Av. Min. Fernando Costa, 21 - Fazenda Caxias, Seropédica - RJ, 23895-225",21) 99679-7905,,advogado,False,,4.6,,"Seropédica, RJ"
Advogadas Ariana Lima e Danielle Mattar,"Loja Comercial 1 C - R. Niterói, 17 - Km 41 - Campo Lindo, Seropédica - RJ, 23898-024",21) 98293-8767,,advogado,False,,5.0,,"Seropédica, RJ"
Ferreira Araujo Advogados,"Av. Min. Fernando Costa, 1538 - Boa Esperança, Seropédica - RJ, 23894-886",21) 99520-8704,,advogado,False,,4.8,,"Seropédica, RJ"
Alvarenga advocacia,"R. Rita Batista, 36 - sala 201 - Campo Lindo, Seropédica - RJ, 23898-081",21) 99942-1419,,advogado,False,,,,"Seropédica, RJ"
Espíndola Assessoria Contábil,"Edificio Buena Vista - Av. Min. Fernando Costa, 483 - sala 206 - Fazenda Caxias, Seropédica - RJ, 23895-225",21) 99608-3664,,contador,False,,5.0,,"Seropédica, RJ"
Abrazzo Assessoria Contábil,"R. Rodolfo Anechino, 60 - Campo Lindo, Seropédica - RJ, 23898-099",21) 98539-1115,,contador,False,,5.0,,"Seropédica, RJ"
Escritório de Contabilidade Isabel Vasconcelos,"Av. Min. Fernando Costa, 775 - Sala 207, Km 49 - Centro, Seropédica - RJ, 23895-265",21) 97242-7432,,contador,False,,5.0,,"Seropédica, RJ"
BM Contabilidade,"Estrada de Piranema, 654 - Lote B - Piranema, Seropédica - RJ, 23898-500",21) 99202-6738,,contador,False,,,,"Seropédica, RJ"
Galaxy Contabilidade,"R. Valdir Oliveira - Jardins, Seropédica - RJ, 23890-094",21) 2682-6081,,contador,False,,,,"Seropédica, RJ"
ETK Contábil,"Av. Min. Fernando Costa, 483 - Salas 111 e 113-001 - Fazenda Caxias, Seropédica - RJ, 23890-000",21) 3787-0527,,contador,False,,,,"Seropédica, RJ"
R2G Contabilidade,"R. Pitangas, 597 - Sepetiba, Rio de Janeiro - RJ, 23530-609",21) 98029-4331,,contador,False,,4.9,,"Seropédica, RJ"
ABA Projetos & Consultoria contábil,"R. Natalino Antônio de Souza - Boa Esperança, Seropédica - RJ, 23894-862",21) 99111-3762,,contador,False,,,,"Seropédica, RJ"
Experiente's Assessoria Empresarial Ltda,"Av. Brasil, 714 - Lt 4, Qd 55 - Vila São Luis, Duque de Caxias - RJ, 25065-172",21) 2671-3750,,contador,False,,4.9,,"Seropédica, RJ"
JV Imóveis,"R. Emília dos Santos, 3A - Campo Lindo, Seropédica - RJ, 23899-060",21) 2681-3378,,imobiliária,False,,5.0,,"Seropédica, RJ"
ALMEIDA COSTA IMOBILIÁRIA E ADVOCACIA,"R. Edite Lima, 20 - Campo Lindo, Seropédica - RJ, 23898-066",21) 99562-8691,,imobiliária,False,,3.0,,"Seropédica, RJ"
casa a venda,"Jardim Maracana, Seropédica - RJ, 23890-000",21) 7527-2126,,imobiliária,False,,3.5,,"Seropédica, RJ"
Vale das Sabiás,"Estr. do Gado, 94 - Santa Sofia, Seropédica - RJ, 23895-685",21) 96403-3238,,imobiliária,False,,5.0,,"Seropédica, RJ"
Corpus 50 Academia,"23895265, Av. Min. Fernando Costa, 951 - Fazenda Caxias, Seropédica - RJ, 23890-000",21) 99736-2328,,academia,False,,4.5,,"Seropédica, RJ"
Sports Academia,"Rua Ana Fraga 5 Fazenda Caxias, km 49 - Centro, Seropédica - RJ, 23895-165",21) 96547-8749,,academia,False,,4.4,,"Seropédica, RJ"
Centro de Treinamento | Power Gym,"R. do Sabiá - Campo Lindo, Seropédica - RJ, 23898-069",21) 96980-4759,,academia,False,,4.8,,"Seropédica, RJ"
Corpus 54 Academia,"R. Sao Marcos, 27 - Santa Sofia, Seropédica - RJ, 23895-780",21) 97278-6398,,academia,False,,4.7,,"Seropédica, RJ"
Academia Sero Fit,"R. Osvaldo Dantas Martins, 13 - São Miguel, Seropédica - RJ, 23893-790",21) 96595-6564,,academia,False,,4.6,,"Seropédica, RJ"
HANGAR,"R. Jacinto Monteiro, 17 - Parque Jacimar, Seropédica - RJ, 23897-560",,,academia,False,,4.8,,"Seropédica, RJ"
Corpus JM Academia,"R. Vinte e Quatro - Jardim Maracana, Seropédica - RJ, 23898-786",21) 99016-7574,,academia,False,,3.8,,"Seropédica, RJ"
CT. Aliados jiu-jitsu Seropédica,"BR-465, 81 - Campo Lindo, Seropédica - RJ, 23890-000",21) 98149-2251,,academia,False,,5.0,,"Seropédica, RJ"
Espaço Pilates,"Rua Jayme Martins Reis, 7 - Boa Esperança, Seropédica - RJ, 23894-798",21) 3787-2903,,academia,False,,4.8,,"Seropédica, RJ"
Road Gym Piranema,"R. Alberto Marquês, 678 - Piranema, Seropédica - RJ, 23898-828",21) 99831-1234,,academia,False,,4.7,,"Seropédica, RJ"
Serofit,"Rua Ana Lucia leite Ancelmo 13, Seropédica - RJ, 23893-790",21) 97017-6367,,academia,False,,3.5,,"Seropédica, RJ"
Rada Studio Funcional,"R. Benedito Coelho de Castro, 281 - Fazenda Caxias, Seropédica - RJ, 23895-260",21) 96751-5583,,academia,False,,,,"Seropédica, RJ"
X-Tudo da Mônica,"R. Marlene Nunes da Silva, 3 - Boa Esperança, Seropédica - RJ, 23890-000",21) 96511-4266,,lanchonete,False,,4.5,,"Seropédica, RJ"
Mara Lanches,"Av. Min. Fernando Costa - Boa Esperança, Seropédica - RJ, 23895-225",21) 99346-7599,,lanchonete,False,,4.6,,"Seropédica, RJ"
Big Burguer Lanches & CIA,"R. Ana Maria Cordeiro, 22 - Parque Jacimar, Seropédica - RJ, 23890-000",21) 99317-9452,,lanchonete,False,,4.6,,"Seropédica, RJ"
COQUEIROS BAR,"Av. Bento Rodrigues Nóia - Boa Esperança, Seropédica - RJ, 23894-170",,,lanchonete,False,,4.6,,"Seropédica, RJ"
RP Lanches,"Estr. Rio São Paulo, 2 - Incra, Seropédica - RJ, 23890-000",21) 3787-2205,,lanchonete,False,,4.1,,"Seropédica, RJ"
Fabi Lanches,"R. Maria Lourenço, 94 - Fazenda Caxias, Seropédica - RJ, 23890-000",21) 98386-1932,,lanchonete,False,,4.8,,"Seropédica, RJ"
Restaurante Casa de Minas,"Estr. Rio São Paulo - Boa Esperança, Seropédica - RJ, 23890-000",21) 2682-7804,,lanchonete,False,,4.5,,"Seropédica, RJ"
Burgueria Seropédica,"R. José Tunula, 72 - Boa Esperança, Seropédica - RJ, 23890-000",21) 97198-5492,,lanchonete,False,,4.4,,"Seropédica, RJ"
Andreia's Refeições,"R. Marlúcia da Silva Mendonça, 10 - Boa Esperança, Seropédica - RJ, 23890-000",,,lanchonete,False,,4.7,,"Seropédica, RJ"
Restaurante Casa da Picanha,"Rod. Pres. Dutra, s/n - Belvedere, Seropédica - RJ, 23890-000",21) 2682-7632,,lanchonete,False,,4.3,,"Seropédica, RJ"
Restaurante Léo Refeições,"R. Vinte e Quatro, 29 - Jardim Maracana, Seropédica - RJ, 23890-000",21) 99904-9702,,lanchonete,False,,4.4,,"Seropédica, RJ"
Supermercados Super Rede - Seropédica,"BR-465, 251 - QD 03 LT 08 - Campo Lindo, Seropédica - RJ, 23898-000",,,supermercado,False,,4.0,,"Seropédica, RJ"
Supermercados Seropédica,"R. Tharsis e Paula, 1-11 - 1-11 - Fazenda Caxias, Seropédica - RJ, 23890-000",21) 99971-8607,,supermercado,False,,4.1,,"Seropédica, RJ"
Supermercados Seropedica Km 50,"Av. Min. Fernando Costa, 1075 - Fazenda Caxias, Seropédica - RJ, 23890-000",21) 2682-2141,,supermercado,False,,4.1,,"Seropédica, RJ"
MERCADO SEROPREÇOS,"R. Vassouras, 890 - Boa Esperança, Seropédica - RJ, 23894-414",21) 96566-6380,,supermercado,False,,4.5,,"Seropédica, RJ"
Rede Multi Economia,"R. Rita Batista, 64 - Dom Bosco, Seropédica - RJ, 23898-081",21) 2682-2996,,supermercado,False,,4.1,,"Seropédica, RJ"
Opção Mercado,"R. José Eleotério, 50 - Campo Lindo, Seropédica - RJ, 23898-220",21) 2682-2785,,supermercado,False,,3.9,,"Seropédica, RJ"
MERCADO DINAMIKO,"R. Diaconisa Euzeni de Aguiar da Silva, 234 - Boa Esperança, Seropédica - RJ, 23890-000",21) 3787-6159,,supermercado,False,,4.4,,"Seropédica, RJ"
MERCADO DOMINIC,"BR-465 n° 398 loja B Jardins, km42, Seropédica - RJ",,,supermercado,False,,4.8,,"Seropédica, RJ"
SABOR CARIOCA,"Av. Pedro Paulo Campos - Incra, Seropédica - RJ, 23890-000",21) 2682-6141,,supermercado,False,,4.3,,"Seropédica, RJ"
Poup Market - Boa Esperança KM 49,"Avenida Sebastião Ferreira da Silva SN LJ 1 e 2 - Boa Esperança, Seropédica - RJ, 23894-450",21) 97818-5995,,supermercado,False,,4.2,,"Seropédica, RJ"
Hortifruti SeroFruti,"Av. Sebastião Ferreira da Silva, 97 - Boa Esperança, Seropédica - RJ, 23890-000",,,supermercado,False,,4.2,,"Seropédica, RJ"
Materiais de Construção Nossa Senhora da Lampadosa,"Rodovia Rodovia BR-465, Km 39, 134 - Campo Lindo, Seropédica - RJ, 23890-000",21) 99605-2479,,material de construção,False,,4.4,,"Seropédica, RJ"
Fiorano Home Center - Mega Loja,"Estr. Rio São Paulo, br 465 - Jardim Acacias, Seropédica - RJ, 23890-001",21) 99572-7385,,material de construção,False,,4.4,,"Seropédica, RJ"
M P materiais de construção,"R. Benedito Coelho de Castro, 1417 - Fazenda Caxias, Seropédica - RJ, 23895-260",21) 2682-7482,,material de construção,False,,4.7,,"Seropédica, RJ"
Romano e Romano Materiais de Construção,"Boa Esperança, Seropédica - RJ, 23890-000",21) 2682-2009,,material de construção,False,,4.2,,"Seropédica, RJ"
Loja do kil,"Rua Sebastião Alves pereira - Campo Lindo, Seropédica - RJ, 23898-325",21) 96433-0680,,material de construção,False,,4.7,,"Seropédica, RJ"
Pontual Materiais De Construção,"R. José Tunula, 150 - Boa Esperança, Seropédica - RJ, 23894-418",21) 99138-5031,,material de construção,False,,4.3,,"Seropédica, RJ"
CASA TOP MATERIAIS DE CONSTRUÇÃO,"Rua Claudia Beatriz da Silva - São Miguel, Seropédica - RJ, 23893-715",21) 99851-3872,,material de construção,False,,5.0,,"Seropédica, RJ"
Sublime Material de Construções ME,"Rua João Salustiano, 168 - LT16 QD - Campo Lindo, Seropédica - RJ, 37928-000",21) 3787-3133,,material de construção,False,,4.5,,"Seropédica, RJ"
Suez Material de Construção LTDA,"R. Waldir Pedro de Medeiros, 85 - São Miguel, Seropédica - RJ, 23893-725",21) 2682-1116,,material de construção,False,,4.8,,"Seropédica, RJ"
Bazar o Baratão da Construção,"José Eleotério Esquina com rua 32, R. Trinta e Dois - Campo Lindo, Seropédica - RJ, 23890-000",21) 98736-7511,,material de construção,False,,4.3,,"Seropédica, RJ"
Quebra galho material de construção,"Jardins, Seropédica - RJ, 23890-097",21) 98519-7929,,material de construção,False,,5.0,,"Seropédica, RJ"
Autoescola Universidade Seropédica,"R. Valdir Oliveira, 12 - QUADRA B, LOTE 12 - Jardins, Seropédica - RJ, 23890-094",21) 99319-0197,,auto escola,False,,5.0,,"Seropédica, RJ"
AUTOESCOLA PILOTO SEROPÉDICA,"Av. Min. Fernando Costa - Boa Esperança, Seropédica - RJ, 23894-838",21) 99547-4668,,auto escola,False,,3.9,,"Seropédica, RJ"
Seropédica,"R. D - Boa Esperança, Seropédica - RJ, 23890-000",,,auto escola,False,,5.0,,"Seropédica, RJ"
Borboleta perfumada,"R. São Miguel Arcânjo, 2 - quadra 100 - Km 32, Nova Iguaçu - RJ, 26298-701",21) 97912-5453,,lavanderia,False,,4.8,,"Seropédica, RJ"
Premium Lavanderia,"R. Nicarágua, 175 - Loja F - Penha, Rio de Janeiro - RJ, 21020-050",,,lavanderia,False,,4.8,,"Seropédica, RJ"
Lavanderia Laclair,"R. Odete Costa Barros, 265 - casa 08 - Vila São João, Duque de Caxias - RJ, 25010-270",21) 99358-2845,,lavanderia,False,,5.0,,"Seropédica, RJ"
Natural Flores Delivery,"Av. Min. Fernando Costa, 1 - Boa Esperança, Seropédica - RJ, 23890-000",21) 97195-0786,,floricultura,False,,4.0,,"Seropédica, RJ"
Empório das bebidas,"Estr. Rio São Paulo, 386 - Jardins, Seropédica - RJ, 23890-001",21) 95635-4084,,floricultura,False,,3.8,,"Seropédica, RJ"
Ana Flores E Variedades,"Jardim Guandu, Nova Iguaçu - RJ, 26298-144",21) 98795-9845,,floricultura,False,,5.0,,"Seropédica, RJ"
L&E Rosas do deserto,"R. Deolinda Martins, 17 - Incra, Seropédica - RJ, 23890-112",,,floricultura,False,,5.0,,"Seropédica, RJ"
Flores da Fazenda,"Rod. Luiz Henrique Rezende Novaes, 13 - Boa esperança, Nova Iguaçu - RJ, 26298-420",21) 97637-9037,,floricultura,False,,4.7,,"Seropédica, RJ"
Adenium Carioca,"Rua Sebastião Alves Pereira - Campo Lindo, Seropédica - RJ, 23898-325",,,floricultura,False,,5.0,,"Seropédica, RJ"
Ótica Mais Você,"Av. Min. Fernando Costa, 838a - Boa Esperança, Seropédica - RJ, 23894-358",21) 99127-6154,,ótica,False,,5.0,,"Seropédica, RJ"
Ótica +VC Seropédica,"Estr. Rio São Paulo, 173 - Jardins, Seropédica - RJ, 23840-205",21) 99582-1046,,ótica,False,,4.6,,"Seropédica, RJ"
Ótica Cor Dos Olhos,"Av. Min. Fernando Costa, 483 - Fazenda Caxias, Seropédica - RJ, 23895-225",21) 2682-2645,,ótica,False,,5.0,,"Seropédica, RJ"
Ótica Seropédica,"R. José Ferreira Batista, 48 - Boa Esperança, Seropédica - RJ, 23890-000",21) 99829-9459,,ótica,False,,5.0,,"Seropédica, RJ"
Óticas Majur Km40,"R. Rita Batista, 10 - Campo Lindo, Seropédica - RJ, 23898-081",21) 96664-3227,,ótica,False,,5.0,,"Seropédica, RJ"
Projeto óculos para todos,"Av. Min. Fernando Costa, 1246 - Fazenda Caxias, Seropédica - RJ, 23894-886",,,ótica,False,,1.0,,"Seropédica, RJ"
Ótica Riana,"R. Rita Batista, 54 - KM 40 - Campo Lindo, Seropédica - RJ, 23898-081",21) 99253-8454,,ótica,False,,5.0,,"Seropédica, RJ"
"Novo Eldorado Oficina De: Jóias, Relógios, Óculos","Av. Min. Fernando Costa, 483 - 7 - Fazenda Caxias, Seropédica - RJ, 23890-000",21) 96641-6174,,ótica,False,,4.6,,"Seropédica, RJ"
Ótica Oeste,"Estr. Rio São Paulo, 82 - Campo Lindo, Seropédica - RJ, 23890-000",21) 2682-1648,,ótica,False,,,,"Seropédica, RJ"
Ótica Mello LTDA,"Rodovia Rio São Paulo, BR465, 392 - Jardim Central, Seropédica - RJ, 20898-000",21) 97132-7237,,ótica,False,,,,"Seropédica, RJ"
PROJETO OCULOS,"Estr. Rio São Paulo - Boa Esperança, Seropédica - RJ, 23890-000",21) 96458-5439,,ótica,False,,,,"Seropédica, RJ"
"Novo Eldorado Oficina De: Jóias, Relógios, Óculos","Av. Min. Fernando Costa, 483 - 7 - Fazenda Caxias, Seropédica - RJ, 23890-000",21) 96641-6174,,joalheria,False,,4.6,,"Seropédica, RJ"
BeAmar Acessorios,"Av. Min. Fernando Costa - Boa Esperança, Seropédica - RJ, 23895-205",,,joalheria,False,,3.7,,"Seropédica, RJ"
Espaço Bijoux,"Av. Min. Fernando Costa, 592 - Boa Esperança, Seropédica - RJ, 23890-000",,,joalheria,False,,5.0,,"Seropédica, RJ"
BrazileBela acessórios divertidos,"R. UAC, 01 - Ufrrj, Seropédica - RJ, 23897-125",21) 99538-6767,,joalheria,False,,5.0,,"Seropédica, RJ"
Olivina Joias,"Rua Olinda Ellis, 513 - Campo Grande, Rio de Janeiro - RJ, 23045-160",21) 99832-3865,,joalheria,False,,,,"Seropédica, RJ"
Ladusse Semijoias,"prédio da Academia Life Fit - Estrada Rio São Paulo esquina com, R. Rita Batista, 2º andar - Campo Lindo, Seropédica - RJ, 23898-081",21) 97229-4433,,joalheria,False,,5.0,,"Seropédica, RJ"
Império do ouro,"Av. Min. Fernando Costa, 580 - Sala 01 - Fazenda Caxias, Seropédica - RJ, 23890-000",21) 99264-5639,,joalheria,False,,5.0,,"Seropédica, RJ"
Plinio Joias,"R. Cel. Agostinho, 15 - Campo Grande, Rio de Janeiro - RJ, 23050-300",21) 97203-0235,,joalheria,False,,4.4,,"Seropédica, RJ"
Império das Jóias,"Shopping 58 - R. Ferreira Borges, 58 - Loja B - Campo Grande, Rio de Janeiro - RJ, 23050-350",,,joalheria,False,,5.0,,"Seropédica, RJ"
Consulvet Veterinária e Pet Shop,"R. Edite Lima, 11 - Campo Lindo, Seropédica - RJ, 23898-066",21) 99618-9475,,clínica veterinária,False,,4.9,,"Seropédica, RJ"
Hospital Veterinário De Grandes Animais,"Rodovia BR 465, Km 07, s/n - Zona Rural, Seropédica - RJ, 23890-000",21) 96667-3701,,clínica veterinária,False,,3.0,,"Seropédica, RJ"
Instituto de Veterinária,"Rodovia BR 465, Km 07 - Zona Rural, Seropédica - RJ, 23890-000",21) 00000-0000,,clínica veterinária,False,,4.7,,"Seropédica, RJ"
RECANTO DOS ANIMAIS AGROPECUARIA,"ANTIGA 4 PATAS - Nº LOJA A, R. José Tunula, 12 - Boa Esperança, Seropédica - RJ, 23894-418",21) 98806-3350,,clínica veterinária,False,,4.7,,"Seropédica, RJ"
Kamila Azevedo - Estética Avançada,"R. José Coelho Ribeiro, 43 - Jardins, Seropédica - RJ, 23890-040",21) 99897-9105,,estética,False,,5.0,,"Seropédica, RJ"
Espaço da Beleza PV,"Estr. Rio São Paulo, 1527-1719 - Campo Lindo, Seropédica - RJ, 23890-000",21) 97241-1176,,estética,False,,4.8,,"Seropédica, RJ"
Neli Rangel PodólogaTerapeuta e Cabeleireira- Seropédica,"Rua 53 N° 19, R. 53, número 19 - Campo Lindo, Seropédica - RJ, 23898-150",21) 98760-1095,,estética,False,,5.0,4,"Seropédica, RJ"
Carolina Martins centro estética corporal e facial.,"R. Benedito Coelho de Castro - Fazenda Caxias, Seropédica - RJ, 23895-260",21) 97137-0257,,estética,False,,5.0,,"Seropédica, RJ"
Espaço Vania Depilação,"Rua Ina Nascimento de Souza, 583 - casa 5 - Fazenda Caxias, Seropédica - RJ, 23890-000",21) 99406-8593,,estética,False,,5.0,,"Seropédica, RJ"
Ateliê da beleza,"R. Adelino Gregio de Souza, n18 - Boa Esperança, Seropédica - RJ, 23894-442",21) 97604-1751,,estética,False,,5.0,,"Seropédica, RJ"
Mayara França Estética Avançada,"R. Valdemir Maia - Jardim Maracana, Seropédica - RJ, 23891-800",21) 96425-3846,,estética,False,,5.0,,"Seropédica, RJ"
Promessas Studio de Beleza,"R. Benedito Coelho de Castro, 282 - Fazenda Caxias, Seropédica - RJ, 23890-000",21) 99555-0228,,estética,False,,5.0,,"Seropédica, RJ"
Espaço Lilia Prata,"R. Benedito Coelho de Castro, n⁰ 69 Galeria loja 04 - Fazenda Caxias, Seropédica - RJ, 23895-260",21) 97842-8558,,estética,False,,4.6,,"Seropédica, RJ"
Studio Marcelly Volu,"R. João Moura de Oliveira, 33 - Fazenda Caxias, Seropédica - RJ, 23895-290",,,estética,False,,4.8,,"Seropédica, RJ"
Espaço Anita Amorim,"R. Pedro Firmino Barbosa, 8 - Boa Esperança, Seropédica - RJ, 23890-000",,,estética,False,,5.0,,"Seropédica, RJ"
SuporteTech Seropédica fazenda Caxias Conserto de Celular,"Av. Min. Fernando Costa, 313B - Fazenda Caxias, Seropédica - RJ, 23895-005",21) 97024-5166,,loja de celulares,False,,4.9,,"Seropédica, RJ"
Ib cel,"R. Deolinda Martins, Numero 22 - Jardins, Seropédica - RJ, 23890-112",21) 97218-0949,,loja de celulares,False,,3.0,,"Seropédica, RJ"
Edu Games,"R. Tharsis e Paula, 43 - Fazenda Caxias, Seropédica - RJ, 23890-000",21) 99968-6724,,loja de celulares,False,,4.3,,"Seropédica, RJ"
Infobairro km49,"R. Pedro Firmino Barbosa, 50 - Loja C - Boa Esperança, Seropédica - RJ, 23890-000",21) 99868-7681,,loja de celulares,False,,5.0,,"Seropédica, RJ"
Hospital do Celular Seropédica,"R. Edite Lima, 05 - Campo Lindo, Seropédica - RJ, 23898-066",21) 97343-5520,,loja de celulares,False,,4.4,,"Seropédica, RJ"
Info Bairro,"Antiga, Estr. Rio São Paulo, km 42 - n 386 - Jardins, Seropédica - RJ, 23890-001",21) 98820-4636,,loja de celulares,False,,4.6,,"Seropédica, RJ"
Mundocell_rj,"R. Valdemir Maia, 15 - Jardim Maracana, Seropédica - RJ, 21870-370",21) 97019-5798,,loja de celulares,False,,5.0,,"Seropédica, RJ"
Amf Celular,"Av. Min. Fernando Costa, 801 - Fazenda Caxias, Seropédica - RJ, 23890-000",,,loja de celulares,False,,5.0,,"Seropédica, RJ"
RD infocell,"Rua tharsis de Paula, 131 - Boa Esperança, Seropédica - RJ, 23894-175",21) 99819-2750,,loja de celulares,False,,,,"Seropédica, RJ"
Saldão dos Moveis Seropedica,"R. Rita Batista, 12 - QUADRA 29 - Campo Lindo, Seropédica - RJ, 23898-081",21) 99790-8328,,loja de móveis,False,,5.0,,"Seropédica, RJ"
Loja da Cilene Móveis Usados,"R. Santa Margarida, Lote 5 - Quadra 10 - Km 32, Nova Iguaçu - RJ, 26298-617",21) 2764-4270,,loja de móveis,False,,3.7,,"Seropédica, RJ"
angelos capoteiro e estofador,"Rua Alto Santo, 03, Rua Alto Santo, 3 - Inhoaíba, Rio de Janeiro - RJ, 23063-350",21) 96422-7229,,loja de móveis,False,,4.4,,"Seropédica, RJ"
Ecilar Móveis,"R. Vicente Francisco dos Santos, 100 - Campo Grande, Rio de Janeiro - RJ, 23075-470",21) 99039-8957,,loja de móveis,False,,5.0,,"Seropédica, RJ"
Materiais de Construção Nossa Senhora da Lampadosa,"Rodovia Rodovia BR-465, Km 39, 134 - Campo Lindo, Seropédica - RJ, 23890-000",21) 99605-2479,,loja de móveis,False,,4.4,,"Seropédica, RJ"
Q'CASA UTILIDADES SEROPEDICA,"Estr. Rio São Paulo, 249 - Boa Esperança, Seropédica - RJ, 23890-000",21) 3787-8974,,loja de móveis,False,,4.3,,"Seropédica, RJ"
Plaza Papelaria,"R. do Carmo, 334-378 - Boa Esperança, Seropédica - RJ, 23890-000",21) 3787-1391,,papelaria,False,,4.4,,"Seropédica, RJ"
Papelaria GizeMax,"R. Tharsis e Paula, 42 - Fazenda Caxias, Seropédica - RJ, 23895-175",21) 99793-1546,,papelaria,False,,4.4,,"Seropédica, RJ"
Cantinho do Papel Papelaria e Presentes,"Av. Min. Fernando Costa, 775 - loja C - Fazenda Caxias, Seropédica - RJ, 23895-265",21) 98834-8980,,papelaria,False,,5.0,,"Seropédica, RJ"
papelaria risca e rabisca,"Estr. Rio São Paulo, 327 lote 6, Estr. Rio São Paulo, 327 - km 42 - Campo Lindo, Seropédica - RJ, 23890-000",,,papelaria,False,,4.7,,"Seropédica, RJ"
Estúdio Criativo - Papelaria Personalizada,"R. Adofo Antônio Gouvêia, lt9 qd 42 - Campo Lindo, Seropédica - RJ, 23898-033",21) 98358-2291,,papelaria,False,,5.0,,"Seropédica, RJ"
Papex Papelaria,"R. Rita Batista, 210 - Campo Lindo, Seropédica - RJ, 23898-081",21) 3787-2855,,papelaria,False,,,,"Seropédica, RJ"
Q'CASA UTILIDADES SEROPEDICA,"Estr. Rio São Paulo, 249 - Boa Esperança, Seropédica - RJ, 23890-000",21) 3787-8974,,papelaria,False,,4.3,,"Seropédica, RJ"
RF Costa copiadora e papelaria - ME,"Antiga Estrada Rio São Paulo S/Nº Km 47 - UFRRJ - Seropédica sala de estudo em frente ao bandejão entrada do alojamento feminino F1 Universidade Rural, Seropédica - RJ, 23890-000",21) 99157-2928,,papelaria,False,,,,"Seropédica, RJ"
Alfa Bazar,"Av. Nossa Sra. das Graças, 61 - Km 32, Nova Iguaçu - RJ, 26298-632",21) 97033-9834,,papelaria,False,,4.1,,"Seropédica, RJ"
Kininha Bazar,"R. Benedito Coelho de Castro, 4 - Fazenda Caxias, Seropédica - RJ, 23895-260",21) 97702-1442,,papelaria,False,,4.6,,"Seropédica, RJ"
Paleparia,"R. Prof. Hemetério Fernandes do Rêgo, 350 - Boa Esperança, Seropédica - RJ, 23894-434",21) 97136-0488,,papelaria,False,,,,"Seropédica, RJ"
DaianeLoboPapelaria,"R. Vinte e Seis, 32 - Boa Esperança, Seropédica - RJ, 23894-498",,,papelaria,False,,,,"Seropédica, RJ"
MOSSAD ATACADO VAREJO & IMPORTACAO LTD,"Estr. São Domingos, SN - LT14 A20 - Boa Esperança, Seropédica - RJ, 23894-080",21) 99423-2096,,papelaria,False,,,,"Seropédica, RJ"
