nome,cidade,categoria,telefone,endereco,avaliacao,num_avaliacoes,tem_site,email,fonte_email,classificacao_email,prioridade,motivo_classificacao
Academia Alta Performance,"Nova Iguaçu, RJ",,,,,,False,contato@academiaaltaperformance.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Andrade Contabilidade,"Nova Iguaçu, RJ",,,,,,False,contato@andradecont.com.br,cnpj,caixa_generica_negocio,85,caixa generica em dominio proprio
Andrade Moda Praia - Nova Iguaçu,"Nova Iguaçu, RJ",,,,,,False,comercial@andrademodapraia.com,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Atacadão Posto 13,"Nova Iguaçu, RJ",,,,,,False,comercial@atacadaopostotreze.com.br,cnpj,caixa_generica_negocio,85,caixa generica em dominio proprio
Aurato Joalheria,"Nova Iguaçu, RJ",,,,,,False,contato@aurato.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Auto Mecânica do Tedinho,"Nova Iguaçu, RJ",,,,,,False,atendimento@listamais.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
AutoEscola e Treinamento Para Habilitado Dirigir é Possível,"Nova Iguaçu, RJ",,,,,,False,contato@dirigirepossivel.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Autoescola Nova Israel,"Nova Iguaçu, RJ",,,,,,False,contato@autoescolanovaisrael.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
BR MED - Nova Iguaçu,"Nova Iguaçu, RJ",,,,,,False,comercial@grupobrmed.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
BRASAS English Course,"Nova Iguaçu, RJ",,,,,,False,comercial@brasas.com,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Balcão Fitness,"Nova Iguaçu, RJ",,,,,,False,vendas@balcaofitness.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Brazza Smokehouse,"Nova Iguaçu, RJ",,,,,,False,financeiro@brazzarestaurante.com.br,cnpj,caixa_generica_negocio,85,caixa generica em dominio proprio
Break The Chains Idiomas,"Nova Iguaçu, RJ",,,,,,False,contato@moraesferreira.com.br,cnpj,caixa_generica_negocio,85,caixa generica em dominio proprio
Carmenatto,"Nova Iguaçu, RJ",,,,,,False,contato@carmenatto.com.br,cnpj,caixa_generica_negocio,85,caixa generica em dominio proprio
Casa das Alianças,"Nova Iguaçu, RJ",,,,,,False,sac@casadasaliancas.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Caçula - Nova Iguaçu,"Nova Iguaçu, RJ",,,,,,False,sac@cacula.com,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Centro Médico - SAMOC Multi Nova Iguaçu,"Nova Iguaçu, RJ",,,,,,False,contato@facanhaleiloes.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Cia Estética - Beleza Profissional,"Nova Iguaçu, RJ",,,,,,False,vendas@ciaestetica.com,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Clínica Médica Mais Vida - Cabuçu - Nova Iguaçu,"Nova Iguaçu, RJ",,,,,,False,financeiro@clinicavidacabucu.com,cnpj,caixa_generica_negocio,85,caixa generica em dominio proprio
Clínica Veterinária & Petshop Apaixonados Por Quatro Patas - Unidade Nova Iguaçu,"Nova Iguaçu, RJ",,,,,,False,contato@apaixonadosporquatropatas.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Confraria da barba - Nova Iguaçu,"Nova Iguaçu, RJ",,,,,,False,atendimento@ni.confrariadabarba.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Confratello Pizzas & Massas | Rodízio de Pizza e Esfiha | Massas,"Nova Iguaçu, RJ",,,,,,False,suporte@confratello.com.br,cnpj,caixa_generica_negocio,85,caixa generica em dominio proprio
"Costa Pintura - Nova Iguaçu, Barra, Copacabana, Leblon, Urca, Zona Sul, Recreio, Tijuca, Vila Isabel, Jacarepaguá ( todo RJ)","Nova Iguaçu, RJ",,,,,,False,sac@cacula.com,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Curso Maria Valim,"Nova Iguaçu, RJ",,,,,,False,contato@cursomv.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Curso Preparatório Queiroz,"Nova Iguaçu, RJ",,,,,,False,contato@cursoqueiroz.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
D'lumian Joias,"Nova Iguaçu, RJ",,,,,,False,comercial@dlumian.com.br,cnpj,caixa_generica_negocio,85,caixa generica em dominio proprio
Diferente Imob,"Nova Iguaçu, RJ",,,,,,False,contato@diferenteimob.com.br,cnpj,caixa_generica_negocio,85,caixa generica em dominio proprio
Drogaria Viva Mais,"Nova Iguaçu, RJ",,,,,,False,contato@drogariasvivamais.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Drogarias Mais Barato,"Nova Iguaçu, RJ",,,,,,False,contato@drogariamb.com,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Duas Irmãs Materiais de Construção,"Nova Iguaçu, RJ",,,,,,False,contato@duasirmas.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Envisione | Contabilidade em Nova Iguaçu,"Nova Iguaçu, RJ",,,,,,False,contato@envisione.com.br,cnpj,caixa_generica_negocio,85,caixa generica em dominio proprio
Escorcio Advogados,"Nova Iguaçu, RJ",,,,,,False,contato@escorcioadvogados.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Estrela Móveis,"Nova Iguaçu, RJ",,,,,,False,contato@estrelamoveis.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
FJ SERVIÇOS RESIDENCIAIS,"Nova Iguaçu, RJ",,,,,,False,contato@fjservicos.com,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
FOKUS Assessoria Contábil e Empresarial,"Nova Iguaçu, RJ",,,,,,False,contato@fokusrj.com.br,cnpj,caixa_generica_negocio,85,caixa generica em dominio proprio
Flaviense GMAD | Nova Iguaçu,"Nova Iguaçu, RJ",,,,,,False,contato@flaviense.com.br,cnpj,caixa_generica_negocio,85,caixa generica em dominio proprio
Floricultura Nova Iguaçu,"Nova Iguaçu, RJ",,,,,,False,contato@floricultura.9guacu.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Floricultura Rayatan Flores,"Nova Iguaçu, RJ",,,,,,False,contato@portaljpa.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Grow Imóveis - Nova Iguaçu,"Nova Iguaçu, RJ",,,,,,False,contato@growimoveis.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Grupo Nova Cont,"Nova Iguaçu, RJ",,,,,,False,atendimento@gruponovacont.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Império dos Antigos,"Nova Iguaçu, RJ",,,,,,False,vendas@imperiodosantigos.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Ioná Faria | Escritório de contabilidade,"Nova Iguaçu, RJ",,,,,,False,contato@cmtributos.com.br,cnpj,caixa_generica_negocio,85,caixa generica em dominio proprio
"LL BURGER - Centro, Nova Iguaçu","Nova Iguaçu, RJ",,,,,,False,contato@llburger.com.br,cnpj,caixa_generica_negocio,85,caixa generica em dominio proprio
Lavanderia 60 Minutos - Jardim Vinte e Cinco de Agosto,"Nova Iguaçu, RJ",,,,,,False,atendimento@lavanderia60minutos.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Lavateria Fast Duque de Caxias,"Nova Iguaçu, RJ",,,,,,False,contato@fastf.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Lavô Limpô Lavanderia Express,"Nova Iguaçu, RJ",,,,,,False,contato@lavolimpo.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Loja Decora Rio,"Nova Iguaçu, RJ",,,,,,False,sac@gruporiodecor.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Lojas Empório - Nova Iguaçu,"Nova Iguaçu, RJ",,,,,,False,atendimento@lojasemporio.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Lulean Joias - Galeria Veplan,"Nova Iguaçu, RJ",,,,,,False,sac@joiaslulean.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Marwilf Imobiliária,"Nova Iguaçu, RJ",,,,,,False,contato@marwilf.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Márcio Alonso Imóveis e Consórcios,"Nova Iguaçu, RJ",,,,,,False,contato@facanhaleiloes.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Nando Elétrica | Eletricista Rio de Janeiro e Baixada Fluminense,"Nova Iguaçu, RJ",,,,,,False,contato@portaljpa.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Narciso & Narciso Advogado em Nova Iguaçu,"Nova Iguaçu, RJ",,,,,,False,contato@narcisoenarciso.adv.br,cnpj,caixa_generica_negocio,85,caixa generica em dominio proprio
Nubec | Contabilidade em Nova Iguaçu,"Nova Iguaçu, RJ",,,,,,False,comercial@nubec.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Pasta Way Nova Iguaçu,"Nova Iguaçu, RJ",,,,,,False,contato@grupowayfoods.com,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Petshop Alvorada - Loja Caioaba,"Nova Iguaçu, RJ",,,,,,False,contato@petshopalvorada.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Petshop Alvorada - Loja Comendador Soares,"Nova Iguaçu, RJ",,,,,,False,contato@petshopalvorada.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Petshop Alvorada - Loja Matriz,"Nova Iguaçu, RJ",,,,,,False,contato@petshopalvorada.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Petshop Alvorada - Loja Rancho Novo,"Nova Iguaçu, RJ",,,,,,False,contato@petshopalvorada.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Pilates Carla Barros,"Nova Iguaçu, RJ",,,,,,False,atendimento@carlabarros.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
RD Hair - Salão de beleza,"Nova Iguaçu, RJ",,,,,,False,contato@rdhair.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Rio Decor Shopping Boulevard,"Nova Iguaçu, RJ",,,,,,False,contato@riodecor.shop,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Romicont | Contabilidade em Nova Iguaçu - RJ,"Nova Iguaçu, RJ",,,,,,False,atendimento@romicont.com.br,cnpj,caixa_generica_negocio,85,caixa generica em dominio proprio
Royal Face Clínica de Estética - Nova Iguaçu,"Nova Iguaçu, RJ",,,,,,False,sac@royalface.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Styllus Semi-Joias,"Nova Iguaçu, RJ",,,,,,False,contato@portalstyllus.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Supermarket,"Nova Iguaçu, RJ",,,,,,False,sac@redesupermarket.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Supermercados Guanabara,"Nova Iguaçu, RJ",,,,,,False,sac@expressoguabara.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Tula Móveis | Loja de Móveis em Madureira,"Nova Iguaçu, RJ",,,,,,False,contato@tulamoveis.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Vendas de Tijolos e Telhas em Nova Iguaçu RJ,"Nova Iguaçu, RJ",,,,,,False,contato@atlasrio.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Veneza Estofados,"Nova Iguaçu, RJ",,,,,,False,contato@venezaestofados.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Vianense Filial 02 Piam,"Nova Iguaçu, RJ",,,,,,False,sac@supervianense.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Viday Clinica,"Nova Iguaçu, RJ",,,,,,False,contato@vidayclinica.com,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
ZUX - NOVA IGUAÇU,"Nova Iguaçu, RJ",,,,,,False,contato@zux.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Zé Grande Materiais de Construção,"Nova Iguaçu, RJ",,,,,,False,sac@lojazegrande.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Gallo Barbearia,"Nova Iguaçu, RJ",barbearia,21) 3540-0582,"R. Humberto Gentil Baroni, 121 - Centro, Nova Iguaçu - RJ, 26255-020",4.7,,False,contato@gallobarbearia.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
CMNI - Centro Médico Nova Iguaçu,"Nova Iguaçu, RJ",clínica médica,21) 2667-5858,"R. Profa. Augusto Rodrigues, 115 - Centro, Nova Iguaçu - RJ, 26210-290",2.9,,False,adm@cmni.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Contador,"Nova Iguaçu, RJ",contador,21) 98208-1150,"Rua Doutor, R. Dr. Paulo Fróes Machado, 88 - sala 601 - Centro, Nova Iguaçu - RJ, 26255-170",5.0,,False,contato@andradecont.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
TM Soluções Elétricas ( energia solar),"Nova Iguaçu, RJ",eletricista,21) 97440-0957,"R. Ten. Cleto Campelo, 935 - Vila Leopoldina, Duque de Caxias - RJ, 25035-360",5.0,,False,contato@tmenergiasolar.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Beiço o eletricista faz tudo,"Nova Iguaçu, RJ",encanador,21) 99225-2053,"Avenida perimetral Pistoia, 54 - Gramacho, Duque de Caxias - RJ, 25051-290",,,False,contato@eletricistanoriodejaneiro.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Cris Folhas e Flores,"Nova Iguaçu, RJ",floricultura,21) 99126-7594,"JOAO - Av. Monte Libano, 77 - Parque Ulisses, Nova Iguaçu - RJ, 26010-752",5.0,,False,contato@uniflores.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Tavile Floricultura,"Nova Iguaçu, RJ",floricultura,21) 99070-7190,"Transversal com a Urânio ao lado da Padaria do Michel - R. João de Matos Filho, N° 210 - Parque Alian, São João de Meriti - RJ, 25550-442",5.0,,False,contato@floricultura.9guacu.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Lavateria fast nova iguaçu centro,"Nova Iguaçu, RJ",lavanderia,21) 97355-0546,"R. Cel. Alfredo Soares, 236 - Centro, Nova Iguaçu - RJ, 26255-150",5.0,,False,contato@fastf.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Afaceira das Bikes,"Nova Iguaçu, RJ",loja de bicicleta,21) 2668-3561,"Av. Mal. Floriano Peixoto, 1480 - loja 104 - Centro, Nova Iguaçu - RJ, 26210-000",4.1,,False,contato@acheiempresa.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Bikes Sant,"Nova Iguaçu, RJ",loja de bicicleta,21) 97030-6809,"R. Praga - Comendador Soares, Nova Iguaçu - RJ, 26281-240",5.0,,False,contato@collibike.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Melo's Cicle,"Nova Iguaçu, RJ",loja de bicicleta,21) 2668-8296,"Av. Gov. Roberto Silveira, 411 - Centro, Nova Iguaçu - RJ, 26210-210",4.4,,False,atendimento@meloscicles.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Mundo das Bikes,"Nova Iguaçu, RJ",loja de bicicleta,21) 3564-7279,"R. Dona Clara de Araújo, 1518 - Engenho Pequeno, Nova Iguaçu - RJ, 26010-391",4.9,,False,contato@mundoeletricomotors.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Loja de Móveis - CasaChick Móveis e decorações,"Nova Iguaçu, RJ",loja de móveis,21) 96437-9088,"R. Oscar Soares, 1141 - Califórnia, Nova Iguaçu - RJ, 26550-160",5.0,,False,atendimento@casachick.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Vezzo Móveis Nova Iguaçu 1,"Nova Iguaçu, RJ",loja de móveis,21) 97238-8258,"Av. Gov. Amaral Peixoto, 598 - Centro, Nova Iguaçu - RJ, 26210-171",4.5,,False,contato@vezzomoveis.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Zada Rio | Moda Praia e Fitness Feminina | Nova Iguaçu,"Nova Iguaçu, RJ",loja de roupas,21) 97066-2188,"R. Frederico de Castro Pereira, 701 - Jardim Tropical, Nova Iguaçu - RJ, 26015-060",4.7,,False,contato@portaljpa.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Marcenaria Solution,"Nova Iguaçu, RJ",marcenaria,21) 96419-8663,"Estr. Dep. Darcílio Ayres Raunheitti, 342 - Vila São Luís, Nova Iguaçu - RJ, 26012-466",1.0,,False,vendas@solutionsobmedida.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Ventura Garage Club,"Nova Iguaçu, RJ",oficina mecânica,21) 2657-6623,"R. Acalifa, 31 - Margarida, Nova Iguaçu - RJ, 26010-720",4.4,,False,contato@venturapneus.com,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Papelaria 2B,"Nova Iguaçu, RJ",papelaria,21) 96527-4059,"R. Regina, Nova Iguaçu - RJ, 26291-320",5.0,,False,vendas@lorenbrindes.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Calábria Pizza e Petiscos,"Nova Iguaçu, RJ",pizzaria,21) 3102-0290,"Tv. João Ferreira Pinto, 373 - Floresta, Nova Iguaçu - RJ, 26030-520",4.4,,False,info@calabria-manching.de,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Serralheria Expert,"Nova Iguaçu, RJ",serralheria,21) 96426-4847,"R. Maria da Glória, 515 - Engenho Pequeno, Nova Iguaçu - RJ, 26011-400",1.0,,False,atendimento@listamais.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
9Fit Queimados,"Queimados, RJ",,,,,,False,financeiro@9fitgym.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
ABC BOMBEIRO HIDRÁULICO GASISTA,"Queimados, RJ",,,,,,False,adm@quimilar.com.br,cnpj,caixa_generica_negocio,85,caixa generica em dominio proprio
Atacadão Posto 13,"Queimados, RJ",,,,,,False,comercial@atacadaopostotreze.com.br,cnpj,caixa_generica_negocio,85,caixa generica em dominio proprio
Bazar Talita,"Queimados, RJ",,,,,,False,contato@bazartalita.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Bazar e Papelaria Nossa Senhora de Fatima,"Queimados, RJ",,,,,,False,contato@pnsfatima.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
BrCell Tech Solutions,"Queimados, RJ",,,,,,False,contato@brcell.tec.com,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Casa & Lazer,"Queimados, RJ",,,,,,False,contato@grupoa3e.com.br,cnpj,caixa_generica_negocio,85,caixa generica em dominio proprio
Clínica Rio de Janeiro - Queimados,"Queimados, RJ",,,,,,False,financeiro@clinicariodejaneiro.com.br,cnpj,caixa_generica_negocio,85,caixa generica em dominio proprio
Clínica Veterinária & Petshop Apaixonados Por Quatro Patas - Unidade Queimados,"Queimados, RJ",,,,,,False,contato@apaixonadosporquatropatas.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Cordial Saúde | Clínica Médica em Queimados,"Queimados, RJ",,,,,,False,atendimento@cordialsaude.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Curso Preparatório UniPRÉ de Queimados,"Queimados, RJ",,,,,,False,atendimento@cursounipre.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Doce Menina Confeitaria Artesanal,"Queimados, RJ",,,,,,False,contato@acheiempresa.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Dream Pink Loja 2 - moda feminina,"Queimados, RJ",,,,,,False,contato@pinkdream.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Drogaria Atual,"Queimados, RJ",,,,,,False,contato@drogariaatual.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Empório Lanches,"Queimados, RJ",,,,,,False,atendimento@lojasemporio.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Esplêndida - Iluminação - Elétrica - Decoração,"Queimados, RJ",,,,,,False,vendas@splendidailuminacao.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Esteticista Gislaine Barboza clinica estética em Queimados - Rio de Janeiro,"Queimados, RJ",,,,,,False,contato@portaljpa.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Fio de Prata Jóias - Queimados,"Queimados, RJ",,,,,,False,contato@fiodepratajoias.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
HIVE Auto Eletrica,"Queimados, RJ",,,,,,False,financeiro@hivemarket.com.br,cnpj,caixa_generica_negocio,85,caixa generica em dominio proprio
Hidraulicasa | Bombeiro Hidráulico 24h no Rio de Janeiro,"Queimados, RJ",,,,,,False,contato@hidraulicasa.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
JAP Serviços Engenharia - BOMBEIRO HIDRÁULICO 24 HORAS,"Queimados, RJ",,,,,,False,contato@japservicoes.com.br,cnpj,caixa_generica_negocio,85,caixa generica em dominio proprio
Kaká Fashion,"Queimados, RJ",,,,,,False,info@modafeminina.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
LS Eletricistas 24h,"Queimados, RJ",,,,,,False,contato@assisty24h.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Lumear Materiais de construção,"Queimados, RJ",,,,,,False,contato@lumear.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
PADARIA XODÓ,"Queimados, RJ",,,,,,False,contato@padariaxodo.com,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Padaria Xodó Queimados,"Queimados, RJ",,,,,,False,sac@padariaxodo.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Petshop Alvorada - Loja Queimados,"Queimados, RJ",,,,,,False,contato@petshopalvorada.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Simples Saúde - Unidade Queimados,"Queimados, RJ",,,,,,False,comercial@simplessaudeevoce.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Taz Burger's,"Queimados, RJ",,,,,,False,contato@tazburgers.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
UNINTER | Japeri (Engenheiro Pedreira) - RJ,"Queimados, RJ",,,,,,False,contato@portaljpa.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Alves & Oliveira Advogados,"Queimados, RJ",advogado,21) 2665-2828,"R. João Bernardo, 58 - Vila das Mangueiras, Queimados - RJ, 26380-140",4.8,,False,contato@oliveiraalves.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Viver Clínica Médica,"Queimados, RJ",clínica médica,2663-0445,"Av. Irmãos Guinle, 725 - Vila das Mangueiras, Queimados - RJ, 26323-130",4.4,,False,contato@viverclinicamedica.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Hospital Veterinário de Queimados,"Queimados, RJ",clínica veterinária,21) 3770-3817,"Rua Zildo Siqueira de Oliveira, 48 - Centro, Queimados - RJ, 26383-300",4.6,,False,contato@apaixonadosporquatropatas.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Padaria Uga-Uga,"Queimados, RJ",confeitaria,21) 7842-8862,"Av. Camarim, 134 - Centro, Queimados - RJ, 26383-140",4.5,,False,contato@acheiempresa.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Agility Assessoria Contábil | Contabilidade em Queimados- RJ,"Queimados, RJ",contador,21) 99924-5914,"R. Colibri, 62 - Pacaembu, Queimados - RJ, 26323-528",,,False,contato@somosagility.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Primor odontologia e medicina,"Queimados, RJ",dentista,21) 97270-7766,"Av. Dr. Pedro Jorge, 68 - Queimados, RJ, 26383-060",5.0,3,False,sac@seara.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
"Eletricista Predial e Residencial, serviços e reparos manutenção 24h RJr Soluções elétricas","Queimados, RJ",eletricista,21) 97917-5545,"R. das Acácias, 4 - Eng. Pedreira, Japeri - RJ, 26445-190",4.9,,False,contato@portaljpa.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
encanador etc.,"Queimados, RJ",encanador,21) 97902-5845,"R. Leopoldina Tomé, 142 - Vila Centenario, Duque de Caxias - RJ, 25030-050",4.5,,False,financeiro@casadoencanador.net,cnpj,caixa_generica_negocio,85,caixa generica em dominio proprio
encanadores em geral 20 horas,"Queimados, RJ",encanador,21) 96746-7990,,3.0,,False,contato@encanadorpertodemim.com,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Lotus,"Queimados, RJ",estúdio de pilates,21) 98404-7043,"Av. Irmãos Guinle, 901 - Sala 213 - Centro, Queimados - RJ, 26310-200",4.9,,False,contato@lotuspilates.net,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Empório Bijuterias,"Queimados, RJ",joalheria,21) 99732-7628,"Av. Irmãos Guinle, 1043 - Centro, Queimados - RJ, 26310-200",5.0,,False,atendimento@lojasemporio.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Ousado & Ousada,"Queimados, RJ",joalheria,21) 2665-4565,"Praça Nossa Senhora da Conceição, 59 - Loja 02 - Queimados, RJ, 26325-380",4.4,,False,contato@acheiempresa.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Elida Bicicletas,"Queimados, RJ",loja de bicicleta,,"R. Dr. José Maria Coelho, 23 - Vila das Mangueiras, Queimados - RJ, 26325-270",,,False,contato@acheiempresa.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Rodrigo Diores Bike,"Queimados, RJ",loja de bicicleta,21) 99225-9717,"R. São Sebastião - Vila Nascente, Queimados - RJ, 26323-291",5.0,,False,contato@portaljpa.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Marcenaria Moplan,"Queimados, RJ",marcenaria,21) 96873-4245,"R. Monte Agudo, 10 - Qd 28 - Vila Sao Joao, Queimados - RJ, 26377-360",4.4,,False,contato@vriconsulting.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Padaria Pisno,"Queimados, RJ",padaria,21) 98097-3986,"R. Américo Pinho - São Miguel, Queimados - RJ, 26313-050",4.9,,False,contato@vriconsulting.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Masterc Serralheria e Vidraçaria,"Queimados, RJ",serralheria,21) 2663-3998,"Estr. de Caramujos, 1180 - Vila Dona Branca, Queimados - RJ, 26320-270",1.0,,False,comercial@masterzincrj.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Serralheria Top ferro,"Queimados, RJ",serralheria,21) 99298-1279,"R. Amaro Cavalcante, 74 - Paraíso, Queimados - RJ, 26381-624",,,False,atendimento@serralheriabr.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
Serralheria e Vidraçaria Rocha,"Queimados, RJ",vidraçaria,21) 2665-8116,"R. Camarim, 55 - Parque São Carlos, Queimados - RJ, 26317-210",5.0,,False,atendimento@serralheriabr.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio
