nome,cidade,categoria,telefone,endereco,avaliacao,num_avaliacoes,tem_site,email,fonte_email,classificacao_email,prioridade,motivo_classificacao,motivo_filtro_final
Academia Smart Training,"Belford Roxo, RJ",academia,21) 97922-2467,"R. Francisco Monteiro, 160 - Lote XV, Belford Roxo - RJ, 26183-246",4.7,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Academia Top Fitness,"Belford Roxo, RJ",academia,21) 3748-0352,"R. Valério Rocha, 67 - Vila Dagmar, Belford Roxo - RJ, 26130-080",4.7,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Advocacia Oliveira,"Belford Roxo, RJ",advogado,21) 99946-2584,"R. João Fernandes Neto, n 1175 - sala 306 - Belford Roxo, RJ, 26130-080",5.0,,False,ouvidoria@galvaoesilva.com,comercial,negocio_direto,90,dominio proprio,ok
Escritorio de advocacia,"Belford Roxo, RJ",advogado,21) 96442-4471,"Av. Joaquim da Costa Lima, 2929 - Nova Piam, Belford Roxo - RJ, 26115-003",5.0,,False,499@apple.com,comercial,negocio_direto,90,dominio proprio,ok
Auto Escola Usa do Farrula,"Belford Roxo, RJ",auto escola,21) 2758-8358,"Av. Retiro da Imprensa, 2068 - Areia Branca, Belford Roxo - RJ, 26112-180",4.8,,False,baererj@oi.com,cnpj,negocio_direto,90,dominio proprio,ok
Jmm open bar,"Belford Roxo, RJ",bar,21) 97578-7613,"Piam, Belford Roxo - RJ, 26115-600",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Khalifa Faest Bar,"Belford Roxo, RJ",bar,21) 2661-3745,"R. Guararapes, 173 - Parque Sao Bernardo, Belford Roxo - RJ, 26167-020",4.4,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Pet Mania - Veterinária Elisangela,"Belford Roxo, RJ",clínica veterinária,21) 97410-0854,"Estr. Dr. Plínio Casado, 3096 - Prata, Belford Roxo - RJ, 26130-752",4.9,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Curso Preparatorio Futuro certo,"Belford Roxo, RJ",curso pré-vestibular,21) 99450-0991,"R. Anhanguera - Parque Sao Bernardo, Belford Roxo - RJ, 26160-660",5.0,,False,proyectos@cuaed.unam.mx,comercial,negocio_direto,90,dominio proprio,ok
Alexandre Eletricista,"Belford Roxo, RJ",eletricista,21) 3771-9775,"R. Castro Alves, 430 - Andrade Araujo, Belford Roxo - RJ, 26135-341",4.9,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Alexandre Eletricista. automotivo,"Belford Roxo, RJ",eletricista,21) 97006-6094,"R. Freitas Braga, 430 - Andrade Araujo, Belford Roxo - RJ, 26135-342",4.6,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Marcelo Eletricista,"Belford Roxo, RJ",eletricista,,"Av. Atlântica, 1872 - Vila Maia, Belford Roxo - RJ, 26160-630",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
LIBRAS+,"Belford Roxo, RJ",escola de idiomas,21) 96581-9921,"R Arimatéia, 12 - Vila Herminia Maia, Belford Roxo - RJ, 26116-500",,,False,ghina@jadibumn.id,comercial,negocio_direto,90,dominio proprio,ok
YES!Idiomas Belford Roxo,"Belford Roxo, RJ",escola de idiomas,21) 96488-2007,"Av. Benjamin Pinto Dias, 1027 - Centro, Belford Roxo - RJ, 26130-170",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Yes! São João de Meriti,"Belford Roxo, RJ",escola de idiomas,21) 2650-6700,"R. Expedicionários, 180 - Centro, São João de Meriti - RJ, 25520-591",4.8,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Dra Patrícia Santiago,"Belford Roxo, RJ",estética,21) 97644-7750,"Av. Florípes da Rocha, 85 - Sala 105 - Centro, Belford Roxo - RJ, 26113-340",4.6,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
RM DROGARIA,"Belford Roxo, RJ",farmácia,21) 98559-7982,"Av. Joaquim da Costa Lima, 2480 - Vila Novo, Belford Roxo - RJ, 26115-815",4.2,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Rj Drogaria,"Belford Roxo, RJ",farmácia,21) 2761-2408,"Av, Estr. Dr. Farrula, 1181 - Heliópolis, Belford Roxo - RJ, 26125-400",4.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Flora Beija-Flor,"Belford Roxo, RJ",floricultura,21) 3772-3833,"Av. Tapajós, 91 - Heliópolis, Belford Roxo - RJ, 26140-100",4.7,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Floricultura de Parque São Vicente,"Belford Roxo, RJ",floricultura,21) 2758-2407,"Av. Joaquim da Costa Lima, 165 - lj 21 - Parque Sao Vicente, Belford Roxo - RJ, 26170-485",3.0,,False,televendas8@giulianaflores.com.br,comercial,negocio_direto,90,dominio proprio,ok
Imobiliária Abba,"Belford Roxo, RJ",imobiliária,21) 97241-9289,"R. Teresinha Braga - Santo Antonio da Prata, Belford Roxo - RJ, 26130-480",5.0,,False,suprimentos@cacengenharia.com.br,cnpj,negocio_direto,90,dominio proprio,ok
Liber Residencial Clube,"Belford Roxo, RJ",imobiliária,21) 2694-2548,"Av. Jorge Júlio da Costa dos Santos, 1000 - Centro, Belford Roxo - RJ, 26130-010",4.4,,False,mauricio.ferreira@protel.com.br,comercial,negocio_direto,90,dominio proprio,ok
Santa Teresa Belford roxo,"Belford Roxo, RJ",imobiliária,21) 96626-7269,"Estr. Belford Roxo, 2900 - Santa Teresa, Belford Roxo - RJ, 26195-010",4.9,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Aurora Bijuterias & Acessórios,"Belford Roxo, RJ",joalheria,,"R. João Fernandes Neto, 1374A - Centro, Belford Roxo - RJ, 26130-050",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Bella's Jóias,"Belford Roxo, RJ",joalheria,21) 2762-2737,"Av. Retiro da Imprensa, 2280 - Piam, Belford Roxo - RJ, 26112-180",4.6,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Fascínio bijuterias,"Belford Roxo, RJ",joalheria,21) 98725-1993,"ao lado da 883 - Estrada Presidente, R. Juscelino Kubitscheck de Oliveira, Belford Roxo - RJ, 26173-515",5.0,,False,learningcenter@utrgv.edu,comercial,negocio_direto,90,dominio proprio,ok
"Lua Jóias, Artefatos e Joalheria","Belford Roxo, RJ",joalheria,21) 98109-8260,"Av. Governador Leonel de Moura Brizola, 5841 - sala 201 - Vila Leopoldina, Duque de Caxias - RJ, 25035-007",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Clara Lanches,"Belford Roxo, RJ",lanchonete,21) 98766-4729,"Próximo ao Campo da Cooperativa - Estr. Ligação - Parque Fluminense, Belford Roxo - RJ, 26187-180",4.7,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Daniel Lanchs,"Belford Roxo, RJ",lanchonete,21) 97606-8737,"R. Felipe Antônio Lopes Pinto, 323 - Vila Heliopolis, Belford Roxo - RJ, 26125-060",4.6,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Trailer do Moises,"Belford Roxo, RJ",lanchonete,21) 3664-0509,"R. Junqueira Freire, 109-189 - Parque Sao Bernardo, Belford Roxo - RJ, 26165-460",4.3,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Alex Motobike,"Belford Roxo, RJ",loja de bicicleta,21) 97638-4307,"Av. Heliópolis, 110 - Heliópolis, Belford Roxo - RJ, 25560-401",4.9,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Casa Nova Aurora de Bicicletas,"Belford Roxo, RJ",loja de bicicleta,21) 2761-1444,"Estr. Dr. Farrula, 2-156 - Vila Heliopolis, Belford Roxo - RJ, 26125-400",4.1,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Clicle Rangel,"Belford Roxo, RJ",loja de bicicleta,21) 3134-6050,"Av. Joaquim da Costa Lima - Dos Ferreiras, Belford Roxo - RJ, 26183-604",4.6,,False,support@plusshop.com,comercial,negocio_direto,90,dominio proprio,ok
Loja de bicicleta ROMEU BIKE Localizada em Belford Roxo,"Belford Roxo, RJ",loja de bicicleta,,"R. Roberto de Morais, 1 - 201 - Jardim Silvana, Belford Roxo - RJ, 26195-060",4.5,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Nova Bike Santa Maria,"Belford Roxo, RJ",loja de bicicleta,,"R. Vicente de Carvalho, 194-262 - Vaz Lobo, Belford Roxo - RJ, 26165-420",4.8,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Elaine Móveis e Decoração,"Belford Roxo, RJ",loja de móveis,21) 2769-0693,"Av. Dagmar Simões de Souza, 53 - Miguel Couto, Belford Roxo - RJ, 26070-440",4.5,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Raví Móveis,"Belford Roxo, RJ",loja de móveis,21) 3024-4023,"Estrada do Conde, 58 - Pauline, Belford Roxo - RJ, 26170-210",3.3,,False,wolverines@-7.5,comercial,negocio_direto,90,dominio proprio,ok
TA&TI Móveis,"Belford Roxo, RJ",loja de móveis,21) 2661-8611,"Av. Heliópolis, 693 - Heliópolis, Belford Roxo - RJ, 26123-050",4.3,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Maris Modas,"Belford Roxo, RJ",loja de roupas,21) 2661-7294,"Av. Retiro da Imprensa, 2239 - Piam, Belford Roxo - RJ, 26112-180",4.9,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Moda roupa fashion,"Belford Roxo, RJ",loja de roupas,21) 98235-8174,"R. Agostinho Vitório, 49 - Vila Vitorio, Belford Roxo - RJ, 26116-290",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Roberpan Modas,"Belford Roxo, RJ",loja de roupas,21) 2662-0409,"Av. Heliópolis, 871 - Heliópolis, Belford Roxo - RJ, 26120-300",4.7,,False,signal@mzeff.88,comercial,negocio_direto,90,dominio proprio,ok
Arq Moveis Decor,"Belford Roxo, RJ",marcenaria,21) 97162-1048,"Av. Distincao, 740 - Bom Pastor, Belford Roxo - RJ, 26110-020",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Genesis Marcenaria,"Belford Roxo, RJ",marcenaria,21) 2761-7774,"R. Dias Ribeiro, 5 - Jardim Limeira, Belford Roxo - RJ, 26190-250",4.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
MD Marcenaria moveis planejados,"Belford Roxo, RJ",marcenaria,21) 98693-1202,"R. Gonçalves Chaves, 8 - Santa Helena, Belford Roxo - RJ, 26175-700",1.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Versátik12 Soluções e Projetos em Marcenaria,"Belford Roxo, RJ",marcenaria,21) 99243-9994,"Est. Manoel de Sá, 1 - Lt 3 qd - Parque Martinho, Belford Roxo - RJ, 26182-000",,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Arranque Material de Construção,"Belford Roxo, RJ",material de construção,21) 96468-4405,"Estrada do - Estr. Aníbal da Mota, 1111 - Jardim Limeira, Belford Roxo - RJ, 26190-060",4.6,,False,support@glucotonic.com,comercial,negocio_direto,90,dominio proprio,ok
Atacadão da Construção,"Belford Roxo, RJ",material de construção,21) 99324-4130,"Av. Joaquim da Costa Lima, 1202 - Centro, Belford Roxo - RJ, 26112-055",4.4,,False,cristiane@oamigao.com.br,cnpj,negocio_direto,90,dominio proprio,ok
Super Materiais de Construção Rosi's,"Belford Roxo, RJ",material de construção,21) 97035-7669,"Estr. Aníbal da Mota, 3557 - Parque Sao Jose, Belford Roxo - RJ, 26190-060",4.6,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
aKitem Materiais de construção - RJ,"Belford Roxo, RJ",material de construção,21) 96929-5658,"R. Delgado de Carvalho, 1 - QD50 - LT1, Duque de Caxias - RJ, 25040-240",5.0,,False,2013-01-17@archive.today,comercial,negocio_direto,90,dominio proprio,ok
Auto Leal Recuperadora,"Belford Roxo, RJ",oficina mecânica,21) 96425-6042,"R. Belo Horizonte, 777 - Santa Amélia, Belford Roxo - RJ, 26110-560",4.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Auto mecânica garagem,"Belford Roxo, RJ",oficina mecânica,21) 98233-4587,"R. Trípoli, 187 - Nova Piam, Belford Roxo - RJ, 26115-490",,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
"J.A oficina mecânica, elétrica e refrigeração de autos em geral","Belford Roxo, RJ",oficina mecânica,21) 96434-0321,"R. Ipê, LT 11 - QD 11 - Parque Sao Bernardo, Belford Roxo - RJ, 26165-230",4.6,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
JC Car Auto Center,"Belford Roxo, RJ",oficina mecânica,21) 98880-3325,"Esquina com - Avenida Joaquim da Costa Lima, R. Alfredo, 217 - Centro, Belford Roxo - RJ, 26112-055",4.5,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Mr Oficina Mecânica,"Belford Roxo, RJ",oficina mecânica,,"Estr. Belford Roxo - Jardim Redentor, Belford Roxo - RJ, 26195-010",4.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
PEDRAUTO OFICINA MECÂNICA,"Belford Roxo, RJ",oficina mecânica,21) 97002-8716,"Av. Antônio Simões da Costa - Bom Pastor, Belford Roxo - RJ, 26110-050",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
C&R Papelaria e Bazar,"Belford Roxo, RJ",papelaria,21) 96909-6233,"Avenida Boulevard, 525 - loja 2 - Parque Sao Vicente, Belford Roxo - RJ, 26170-480",,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Casa Eliane,"Belford Roxo, RJ",papelaria,21) 2761-7050,"Av. Tapajós, 35 - e 53 - Heliópolis, Belford Roxo - RJ, 26140-000",4.4,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
JR papelaria e impressão,"Belford Roxo, RJ",papelaria,21) 3843-0190,"Av. Gomes Freire, 58 - Pantanal, Duque de Caxias - RJ, 25040-160",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Juju Personalizados,"Belford Roxo, RJ",papelaria,21) 97568-4038,"R. Bitencourt Sampaio, 06 - quadra 04 - Vila Jola, Belford Roxo - RJ, 26165-620",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Le Teka,"Belford Roxo, RJ",papelaria,21) 3134-2179,"R. Padre Egidio Carmelinck, 55 B - 55 B - Outeiro, Belford Roxo - RJ, 26183-385",4.7,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Maria’s Papelaria Fofa,"Belford Roxo, RJ",papelaria,21) 98654-1666,"R. Gonçalves Gato, 298 - Vila Dagmar, Belford Roxo - RJ, 26130-230",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
AMG LULU PET SHOP,"Belford Roxo, RJ",pet shop,21) 99993-5003,"Av. Joaquim da Costa Lima, 2218 - Parque Santa Amelia, Belford Roxo - RJ, 26115-315",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Andrews Rações,"Belford Roxo, RJ",pet shop,21) 4125-3436,"Rua natal; Lote:01 quadra:09 - Parque Suécia, Belford Roxo - RJ, 26190-265",4.4,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
PET SHOP PIAM BANHO E TOSA,"Belford Roxo, RJ",pet shop,21) 98022-9235,"Av. Joaquim da Costa Lima, 183 - Centro, Belford Roxo - RJ, 26112-055",4.9,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Pet Luxo,"Belford Roxo, RJ",pet shop,21) 99474-5106,"Av. Retiro da Imprensa, 1793 - Areia Branca, Belford Roxo - RJ, 26112-180",4.8,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Pet Shop Central de Belford Roxo,"Belford Roxo, RJ",pet shop,21) 3748-4201,"Av. Benjamin Pinto Dias, 1553 - loja h - Centro, Belford Roxo - RJ, 26130-000",4.3,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Pet Shop Toca dos Animais,"Belford Roxo, RJ",pet shop,21) 2663-8703,"R. Londres, 400 - Heliópolis, Belford Roxo - RJ, 26120-210",4.6,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Conserp Construção e Pintura,"Belford Roxo, RJ",pintor,21) 98155-9666,"Estrada da Bica, 409 - Jardim Guanabara, Rio de Janeiro - RJ, 21931-070",,,False,service-business@ing.de,comercial,negocio_direto,90,dominio proprio,ok
"Do Piso Ao Teto Empresa Reformas,construção,Manutenção pedreiro pintor empreiteira porcelanato ladrilheiro Nova Iguaçu","Belford Roxo, RJ",pintor,21) 97584-0283,"sem número - Av. Henrique Duque Estrada Meyer, 07 - Parque Ambai, Nova Iguaçu - RJ, 26030-380",4.9,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Jair Machado pintor de letras,"Belford Roxo, RJ",pintor,21) 99431-4252,"R. Jaime Galvão, 65 - Parque Ambai, Nova Iguaçu - RJ, 26070-703",4.7,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
MULTI SERVICE Oficina de Manutenção Preventiva,"Belford Roxo, RJ",pintor,21) 97390-1887,"R. D, 08 - Parque Amorim, Belford Roxo - RJ, 26185-343",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Baurú Belford Roxo,"Belford Roxo, RJ",restaurante,,"Av. Joaquim da Costa Lima, 821 - Centro, Belford Roxo - RJ, 26112-055",4.6,,False,marcia.andrade@flc.com.br,cnpj,negocio_direto,90,dominio proprio,ok
HMS Aguiar Serralheria,"Belford Roxo, RJ",serralheria,21) 3771-3287,"Representante ""New Temper - R. Silva Ramos, 02 - Qd-06 - Parque Sao Jose, Belford Roxo - RJ, 26190-070",4.5,,False,farmacia@hmsnatural.com.br,comercial,negocio_direto,90,dominio proprio,ok
MDS SERRALHERIA E VIDRAÇARIA,"Belford Roxo, RJ",vidraçaria,21) 98390-5762,"Av. Joaquim da Costa Lima, 120 - Loja - Wona, Belford Roxo - RJ, 26183-040",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Rafele comercial,"Belford Roxo, RJ",vidraçaria,21) 2772-0064,"Av. Coelho da Rocha, 367 - Belford Roxo, RJ, 26130-150",4.3,,False,support@frenchlearner.com,comercial,negocio_direto,90,dominio proprio,ok
RG Ótica Ki Vitória - Belford Roxo,"Belford Roxo, RJ",ótica,21) 97002-8536,"Av. Tapajós, 108 - Heliópolis, Belford Roxo - RJ, 26140-000",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Hospital - Escola de Medicina Veterinária,"Duque de Caxias, RJ",clínica veterinária,21) 3652-0282,"R. Passos da Pátria, 261 A - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25071-220",4.3,,False,bcarreira@oi.com.br,cnpj,negocio_direto,90,dominio proprio,ok
Lume Odontologia | Dentista | Alinhador Invisível | SouSmile | Implantes | Duque de Caxias,"Duque de Caxias, RJ",dentista,21) 98234-8330,"Av. Governador Leonel de Moura Brizola, 1898 - Centro, Duque de Caxias - RJ, 25020-001",5.0,,False,uniodonto.br@uniodonto.coop.br,comercial,negocio_direto,90,dominio proprio,ok
Eletricista,"Duque de Caxias, RJ",eletricista,21) 98644-3425,"Av. Darcy Vargas, 145 - Gramacho, Duque de Caxias - RJ, 25035-250",4.7,,False,tais.araujo@eletrica-araujo.com,comercial,negocio_direto,90,dominio proprio,ok
João Eletricista,"Duque de Caxias, RJ",eletricista,21) 2673-0293,"Av. Governador Leonel de Moura Brizola, 5069 - Gramacho, Duque de Caxias - RJ, 25035-007",4.3,,False,abertura@maismei.com.br,cnpj,negocio_direto,90,dominio proprio,ok
Beiço o eletricista faz tudo,"Duque de Caxias, RJ",encanador,21) 99225-2053,"Avenida perimetral Pistoia, 54 - Gramacho, Duque de Caxias - RJ, 25051-290",,,False,tais.araujo@eletrica-araujo.com,cnpj,negocio_direto,90,dominio proprio,ok
encanador etc.,"Duque de Caxias, RJ",encanador,21) 97902-5845,"R. Leopoldina Tomé, 142 - Vila Centenario, Duque de Caxias - RJ, 25030-050",4.5,,False,gerencia@rentconlocacoes.com.br,cnpj,negocio_direto,90,dominio proprio,ok
Corpo Light - Clinica Estética,"Duque de Caxias, RJ",estética,21) 3848-3774,"R. Manoel Vieira, 273 - Centro, Duque de Caxias - RJ, 25020-210",4.8,,False,renataclementino@oi.com.br,cnpj,negocio_direto,90,dominio proprio,ok
AV Studio Pilates Duque de Caxias,"Duque de Caxias, RJ",estúdio de pilates,21) 98741-1570,"R. Pedro Lessa, 06 - quadra 36 - Jardim Leal, Duque de Caxias - RJ, 25035-800",5.0,,False,contaudefelicio@oi.com.br,cnpj,negocio_direto,90,dominio proprio,ok
SHJ FITNESS,"Duque de Caxias, RJ",estúdio de pilates,21) 97531-3628,"Av. Dep. Almeida Franco, 1263 - 06 - qd:93, Duque de Caxias - RJ, 25025-350",,,False,sandraheli@oi.com.br,cnpj,negocio_direto,90,dominio proprio,ok
FARMADANTAS,"Duque de Caxias, RJ",farmácia,21) 97385-5676,"R. Delgado de Carvalho, 211 - Pantanal, Duque de Caxias - RJ, 25040-240",4.4,,False,fernanda@besan.com.br,cnpj,negocio_direto,90,dominio proprio,ok
Império das Flores,"Duque de Caxias, RJ",floricultura,21) 2785-9568,"Av. Pres. Vargas, 187 - Qd 07, Lj 5 - Centro, Duque de Caxias - RJ, 25070-330",4.3,,False,alfa@alfacontadvogados.com.br,cnpj,negocio_direto,90,dominio proprio,ok
Perícias Judiciais e Extrajudiciais em Avaliações de Imóveis - Michelle Santos,"Duque de Caxias, RJ",imobiliária,21) 97444-3309,"R. Rio Bonito, 1101 - Loja - Gramacho, Duque de Caxias - RJ, 25035-230",,,False,cfc@cfc.org.br,comercial,negocio_direto,90,dominio proprio,ok
N & N JOIAS,"Duque de Caxias, RJ",joalheria,21) 2784-2186,"Rodovia Washington Luiz, 2.895 - 201P1 - Duque de Caxias, Rio de Janeiro - RJ, 25085-008",4.3,,False,cytrangulo@begmu.com.br,cnpj,negocio_direto,90,dominio proprio,ok
Lavanderia Atelier da Roupa Limpa,"Duque de Caxias, RJ",lavanderia,21) 2771-6808,"Rua Marechal Floriano, 519 - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25075-025",3.7,,False,andrefonseca@fonsecaepecanha.com.br,cnpj,negocio_direto,90,dominio proprio,ok
Inphone Assistência Especializada de celulares,"Duque de Caxias, RJ",loja de celulares,21) 2652-4078,"Av. Darcy Vargas, 692 - loja - Gramacho, Duque de Caxias - RJ, 25035-250",5.0,,False,segov@duquedecaxias.rj.go,comercial,negocio_direto,90,dominio proprio,ok
Ponto Cell,"Duque de Caxias, RJ",loja de celulares,21) 3065-7415,"Av. Gomes Freire, 421 - Pantanal, Duque de Caxias - RJ, 25040-160",4.7,,False,merca@merca.com.br,cnpj,negocio_direto,90,dominio proprio,ok
Yell Mobile - Caxias Shopping,"Duque de Caxias, RJ",loja de celulares,21) 97002-3322,"Rod. Washington Luiz, 2895 - 2º piso - Shopping Caxias, Duque de Caxias - RJ, 25085-009",4.8,,False,josimar.sobrinho@rastrecall.com.br,cnpj,negocio_direto,90,dominio proprio,ok
Rede Única,"Duque de Caxias, RJ",loja de móveis,21) 3026-3514,"Av. Gomes Freire - Pantanal, Duque de Caxias - RJ, 25040-060",5.0,,False,segov@duquedecaxias.rj.go,comercial,negocio_direto,90,dominio proprio,ok
Sales Smart,"Duque de Caxias, RJ",marcenaria,,"R. Delta, 53 - Parque do Carmo, Duque de Caxias - RJ, 25041-140",5.0,,False,segov@duquedecaxias.rj.go,comercial,negocio_direto,90,dominio proprio,ok
N & F Bazar Construção da Fé,"Duque de Caxias, RJ",material de construção,,"R. Eça de Queiroz, 18 - Quadra 68 - Pantanal, Duque de Caxias - RJ, 25040-350",3.6,,False,nilton_higino@hotmsil.com,comercial,negocio_direto,90,dominio proprio,ok
JPO pintura profissional,"Duque de Caxias, RJ",pintor,21) 98250-6681,,5.0,,False,segov@duquedecaxias.rj.go,comercial,negocio_direto,90,dominio proprio,ok
MJ Pinturas,"Duque de Caxias, RJ",pintor,21) 96878-9312,"Estr. do Pilar, número 86 - Pilar, Duque de Caxias - RJ, 25230-270",5.0,,False,meuemail@meuemail.com.br,cnpj,negocio_direto,90,dominio proprio,ok
Grill Restaurante e Pizzaria,"Duque de Caxias, RJ",pizzaria,(21) 99269-4266,"R. Marechal Bento Manoel - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25075-270",4.2,,False,unicont@oi.com.br,cnpj,negocio_direto,90,dominio proprio,ok
R. Gen. Câmara - Ribeirão Preto,"Duque de Caxias, RJ",pizzaria,,,,,False,cfc@cfc.org.br,comercial,negocio_direto,90,dominio proprio,ok
wjc serralheria,"Duque de Caxias, RJ",serralheria,21) 97403-1501,"R. Caeté, 6 - qd 10 casa 89 - Jardim Olavo Bilac, Duque de Caxias - RJ, 25036-310",4.7,,False,wanderley123.wj@gmail.com.br,comercial,negocio_direto,90,dominio proprio,ok
Academia De Musculação.,"Itaguaí, RJ",academia,,"Rua da Mangueira, 15 - Vila Paraiso, Itaguaí - RJ",4.8,,False,andre.castro@smartfit.com,cnpj,negocio_direto,90,dominio proprio,ok
Auto Escola Hai,"Itaguaí, RJ",auto escola,21) 2687-0783,"R. Gen. Bocaiúva, 74 - Loja A - Centro, Itaguaí - RJ, 23815-310",4.8,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Barbearia pai e filho,"Itaguaí, RJ",barbearia,21) 99091-0852,"R. Noir José Cardoso, 16 - Leandro, Itaguaí - RJ, 23826-493",4.9,,False,caio_calderaro@icoloud.com,cnpj,negocio_direto,90,dominio proprio,ok
AC Saúde Clínica Médica,"Itaguaí, RJ",clínica médica,21) 2177-5564,"Estr. Ari Parreiras, n° 734 - Centro, Itaguaí - RJ, 23820-302",5.0,,False,gabinete.smsau@itaguai.rj.gov,comercial,negocio_direto,90,dominio proprio,ok
Dr. Massachi Consultório Veterinário,"Itaguaí, RJ",clínica veterinária,21) 2688-1103,"R. Gen. Bocaiúva, 254 - Centro, Itaguaí - RJ, 23815-310",4.7,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Mega Doces,"Itaguaí, RJ",confeitaria,,"R. Dr. Curvelo Cavalcanti, 130 - Centro, Itaguaí - RJ, 23810-200",4.4,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Uni-Duni-Tê,"Itaguaí, RJ",confeitaria,21) 3781-2333,"R. Aníbal Alves, 32 - Monte Serrat, Itaguaí - RJ, 23810-390",4.8,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Estética em Itaguaí - Vanessa Sgrancio,"Itaguaí, RJ",estética,21) 98712-7265,"Av. Paulo de Frontin, 220 - Centro, Itaguaí - RJ, 23815-490",5.0,,False,newsroom@ci.irs.gov,comercial,negocio_direto,90,dominio proprio,ok
