nome,telefone,whatsapp,instagram,email,categoria,cidade,bairro,endereco,tem_site,url_site,avaliacao,num_avaliacoes
Walter's Coiffeur Leblon - by Blessed Beauty e Cia,21) 96736-2323,21) 96736-2323,https://www.instagram.com/blessedb.cia,,barbearia premium,"Copacabana - Rio de Janeiro, RJ",Leblon,"Av. Bartolomeu Mitre, 792 - Leblon, Rio de Janeiro - RJ, 22431-000",False,https://www.instagram.com/blessedb.cia/,5.0,
Br Barbearia Copacabana,,,https://instagram.com/brbarbeariacopacabana,,barbearia premium,"Copacabana - Rio de Janeiro, RJ",Copacabana,"Av. Nossa Sra. de Copacabana, 195 - loja G - Copacabana, Rio de Janeiro - RJ, 22020-002",False,https://instagram.com/brbarbeariacopacabana,4.8,
Barbearia Premium,,,https://www.instagram.com/jldocorte,,barbearia premium,"Copacabana - Rio de Janeiro, RJ",Taquara,"R. do Caule, 12 - Taquara, Rio de Janeiro - RJ, 22713-582",False,https://www.instagram.com/jldocorte/,4.9,
Barbearia From Rio,21) 96807-0142,21) 96807-0142,,,barbearia premium,"Copacabana - Rio de Janeiro, RJ",Copacabana,"Av. Nossa Sra. de Copacabana, 187 - Loja D - Copacabana, Rio de Janeiro - RJ, 22020-002",False,,4.8,
TABACO & TESOURA BARBEARIA E TABACARIA,21) 97539-3806,21) 97539-3806,,,barbearia premium,"Copacabana - Rio de Janeiro, RJ",Copacabana,"Rua Siqueira Campos, 143 - Loja 14 - Copacabana, Rio de Janeiro - RJ, 22031-071",False,,5.0,
NAVALHA PREMIUM BARBEARIA,,,,,barbearia premium,"Copacabana - Rio de Janeiro, RJ",Manguinhos,"R. Uranos, 1206 - Manguinhos, Rio de Janeiro - RJ, 21060-070",False,,5.0,
VinteDois Barbearia,21) 97740-1854,21) 97740-1854,,,barbearia premium,"Copacabana - Rio de Janeiro, RJ",Copacabana,"Rua Siqueira Campos, 143 - Loja 43 - Copacabana, Rio de Janeiro - RJ, 22031-071",False,,5.0,
Barbearia CopaBarberShop,21) 99160-3682,21) 99160-3682,https://instagram.com/copabarbershop?utm_medium=copy_link,,barbearia premium,"Copacabana - Rio de Janeiro, RJ",Copacabana,"Rua Djalma Ulrich, 183 - loja i - Copacabana, Rio de Janeiro - RJ, 22071-020",False,https://instagram.com/copabarbershop?utm_medium=copy_link,4.9,
Barbearia Studio do Mineiro,21) 97251-4180,21) 97251-4180,,,barbearia premium,"Copacabana - Rio de Janeiro, RJ",Copacabana,"Av. Nossa Sra. de Copacabana, 324 - loja B - Copacabana, Rio de Janeiro - RJ, 22050-002",False,,5.0,
Vitrine,21) 96572-2498,21) 96572-2498,https://www.instagram.com/mouraoepulligodonto,,dentista,"Copacabana - Rio de Janeiro, RJ",Copacabana,"Av. Nossa Sra. de Copacabana, 647 - Sala 409 - 4º Andar - Copacabana, Rio de Janeiro - RJ, 22050-901",False,,5.0,
"OdontoCompany Copacabana - Dentista Implante, Facetas, Canal.",21) 96014-1022,21) 96014-1022,https://www.instagram.com/mouraoepulligodonto,,dentista,"Copacabana - Rio de Janeiro, RJ",Copacabana,"6, Rua Siqueira Campos, 53 - Copacabana, Rio de Janeiro - RJ, 22031-072",False,,4.7,5
Dra. Renata Pinho - Lagoa Rio Odontologia,21) 98419-0453,21) 98419-0453,https://www.instagram.com/mouraoepulligodonto,,dentista,"Copacabana - Rio de Janeiro, RJ",Jardim Botânico,"Edifício Touch - R. Jardim Botânico, 568 - 202 - Jardim Botânico, Rio de Janeiro - RJ, 22461-000",False,https://www.instagram.com/lagoario_odonto/,5.0,
Dra. Beatriz Nogueira - Dentista em Copacabana | Dentist in Copacabana,21) 96021-8873,21) 96021-8873,https://www.instagram.com/mouraoepulligodonto,,dentista,"Copacabana - Rio de Janeiro, RJ",Copacabana,"Av. Nossa Sra. de Copacabana, 1052 - sala 201 - Copacabana, Rio de Janeiro - RJ, 22070-012",False,,5.0,
Dra Tatiana Maia Odontologia,21) 98246-1504,21) 98246-1504,https://www.instagram.com/mouraoepulligodonto,,dentista,"Copacabana - Rio de Janeiro, RJ",Copacabana,"Av. Nossa Sra. de Copacabana, 599 - Copacabana, Rio de Janeiro - RJ, 22050-002",False,https://www.instagram.com/dratatianamaia?igsh=cmNma3Mzbzd2bXJ6,5.0,
"Clínica de Psicologia | Ipanema | Copacabana | Rio de Janeiro | Meraki Psicologia | Crianças, Adolescentes e Adultos.",21) 99870-7917,https://chat.whatsapp.com/GHUjNYxsVRGKb5yObPWyZ4,https://www.instagram.com/reginacelialeite_psicologa/profilecard/?igsh=MXFmZ2pwZ2N1dm9yaA==,,psicólogo,"Copacabana - Rio de Janeiro, RJ",Copacabana,"Av. Nossa Sra. de Copacabana, 1066 - Copacabana, Rio de Janeiro - RJ, 22060-002",False,,5.0,
Psicanálise Copacabana,21) 3005-7135,https://chat.whatsapp.com/GHUjNYxsVRGKb5yObPWyZ4,https://www.instagram.com/reginacelialeite_psicologa/profilecard/?igsh=MXFmZ2pwZ2N1dm9yaA==,,psicólogo,"Copacabana - Rio de Janeiro, RJ",Copacabana,"Rua Siqueira Campos, 59 - 205 - Copacabana, Rio de Janeiro - RJ, 22031-071",False,,5.0,
Psicóloga Adriana Andrade | Copacabana | TCC,21) 98215-6388,https://chat.whatsapp.com/GHUjNYxsVRGKb5yObPWyZ4,https://www.instagram.com/reginacelialeite_psicologa/profilecard/?igsh=MXFmZ2pwZ2N1dm9yaA==,,psicólogo,"Copacabana - Rio de Janeiro, RJ",Copacabana,"R. Santa Clara, 50 - Copacabana, Rio de Janeiro - RJ, 22041-010",False,,5.0,
Clínica de Psicologia Juliana Pagy,21) 3649-3727,https://chat.whatsapp.com/GHUjNYxsVRGKb5yObPWyZ4,https://www.instagram.com/reginacelialeite_psicologa/profilecard/?igsh=MXFmZ2pwZ2N1dm9yaA==,,psicólogo,"Copacabana - Rio de Janeiro, RJ",Copacabana,"Av. Nossa Sra. de Copacabana, 680 - Sala 1103 / 901 - Copacabana, Rio de Janeiro - RJ, 22020-001",False,,4.0,
Clínica de Psicologia Diniere Martins,21) 98841-3349,https://chat.whatsapp.com/GHUjNYxsVRGKb5yObPWyZ4,https://www.instagram.com/reginacelialeite_psicologa/profilecard/?igsh=MXFmZ2pwZ2N1dm9yaA==,,psicólogo,"Copacabana - Rio de Janeiro, RJ",Copacabana,"Av. Nossa Sra. de Copacabana, 500 - Copacabana, Rio de Janeiro - RJ, 22051-001",False,,5.0,
Nutricionista Luana Firmino | Copacabana,21) 97580-6140,21) 97580-6140,https://www.instagram.com/nutri.luanafirmino,,nutricionista,"Copacabana - Rio de Janeiro, RJ",Copacabana,"Integra Saúde - Praça Serzedelo Corrêa, 15 a - andar 703 - Copacabana, Rio de Janeiro - RJ, 22040-050",False,https://www.instagram.com/nutri.luanafirmino/,5.0,
"Nutricionista Fernando Leon, Emagrecimento, Bariátrica, Diabetes, Doença Renal",21) 99034-2544,21) 99034-2544,https://www.instagram.com/nutri.luanafirmino,,nutricionista,"Copacabana - Rio de Janeiro, RJ",Copacabana,"R. Miguel Lemos, 41 - Sala 905 - Copacabana, Rio de Janeiro - RJ, 22071-000",False,http://instagram.com/nutricionistafernandoleon,5.0,
Nutricionista e Personal Mariah Ramos,21) 96481-9115,21) 96481-9115,https://www.instagram.com/nutri.luanafirmino,,nutricionista,"Copacabana - Rio de Janeiro, RJ",Copacabana,"Av. Nossa Sra. de Copacabana, 897 - Sala 805 - Copacabana, Rio de Janeiro - RJ, 22050-002",False,,5.0,
Nutricionista Marcela Rodrigues,21) 99255-7733,21) 99255-7733,http://instagram.com/nutricionistafernandoleon,,nutricionista,"Copacabana - Rio de Janeiro, RJ",Copacabana,"Av. Nossa Sra. de Copacabana, 1059 - Copacabana, Rio de Janeiro - RJ, 22060-970",False,,5.0,
"Brunna Nunes - Nutricionista em Copacabana, Rio de Janeiro.",22) 99940-5546,22) 99940-5546,http://instagram.com/nutricionistafernandoleon,,nutricionista,"Copacabana - Rio de Janeiro, RJ",Copacabana,"Praça Serzedelo Corrêa, n° 15 - Copacabana, Rio de Janeiro - RJ, 22040-050",False,https://www.instagram.com/nutri.brunnanunees/,5.0,
Dra Tatiana Carvalho,21) 98831-5960,https://api.whatsapp.com/send?l=pt_pt&phone=5521988315960,http://instagram.com/nutricionistafernandoleon,,nutricionista,"Copacabana - Rio de Janeiro, RJ",Copacabana,"Av. Nossa Sra. de Copacabana, 1066 - Copacabana, Rio de Janeiro - RJ, 22060-002",False,,5.0,
Dra. Kelly Kathryn Nutricionista,21) 98132-1734,21) 98132-1734,http://instagram.com/nutricionistafernandoleon,,nutricionista,"Copacabana - Rio de Janeiro, RJ",Copacabana,"R. Xavier da Silveira, 23 - Copacabana, Rio de Janeiro - RJ, 22061-010",False,,5.0,
Júlia Quinet Nutricionista,21) 99442-5728,21) 99442-5728,http://instagram.com/nutricionistafernandoleon,,nutricionista,"Copacabana - Rio de Janeiro, RJ",Copacabana,"Av. Nossa Sra. de Copacabana, 680 - sala 802 - Copacabana, Rio de Janeiro - RJ, 22050-001",False,,,
Cristiane Perroni Nutricionista,21) 2255-1352,,http://instagram.com/nutricionistafernandoleon,,nutricionista,"Copacabana - Rio de Janeiro, RJ",Copacabana,"Av. Nossa Sra. de Copacabana, 794 - 501 - Copacabana, Rio de Janeiro - RJ, 22050-001",False,,5.0,
Raquel Mota,32) 98443-2363,5532984432363,http://instagram.com/nutricionistafernandoleon,,nutricionista,"Copacabana - Rio de Janeiro, RJ",Copacabana,"Av. Nossa Sra. de Copacabana, 788 - Copacabana, Rio de Janeiro - RJ, 22050-001",False,,4.8,
SER Núcleo de Saúde Integral - Clínica de Fisioterapia em Copacabana,21) 97594-3632,5521975943632,https://www.instagram.com/ser.nucleosaudeintegral,,fisioterapeuta,"Copacabana - Rio de Janeiro, RJ",Copacabana,"Av. Nossa Sra. de Copacabana, 647 - sala 1006 - Copacabana, Rio de Janeiro - RJ, 22010-122",False,https://www.instagram.com/ser.nucleosaudeintegral/,5.0,
Fisioterapeuta Dr. André Luís,21) 98082-0202,21) 98082-0202,https://www.instagram.com/ser.nucleosaudeintegral,,fisioterapeuta,"Copacabana - Rio de Janeiro, RJ",Copacabana,"Av. Nossa Sra. de Copacabana, 647 - Sala 1003 - Copacabana, Rio de Janeiro - RJ, 22050-901",False,,5.0,
Flow Clínica - Fisioterapia e Pilates em Copacabana.,,5521987718952,https://www.instagram.com/ser.nucleosaudeintegral,,fisioterapeuta,"Copacabana - Rio de Janeiro, RJ",Copacabana,"Av. Nossa Sra. de Copacabana, 500 - sala 311 - Copacabana, Rio de Janeiro - RJ, 22020-001",False,,5.0,
Fisiocerta - Diogo Silveira,21) 2548-6717,,https://www.instagram.com/ser.nucleosaudeintegral,,fisioterapeuta,"Copacabana - Rio de Janeiro, RJ",Copacabana,"Av. Nossa Sra. de Copacabana, 540 - sala 404 - Copacabana, Rio de Janeiro - RJ, 22050-002",False,,4.5,4
Hayna Ramos - Fisioterapia Copacabana,21) 99158-6156,21) 99158-6156,https://www.instagram.com/ser.nucleosaudeintegral,,fisioterapeuta,"Copacabana - Rio de Janeiro, RJ",Copacabana,"Rua Siqueira Campos, 43 - 412 - Copacabana, Rio de Janeiro - RJ, 22031-071",False,http://instagram.com/haynaramos/,5.0,
Clinica Doctor Fisio,21) 98751-8854,https://api.whatsapp.com/send?phone=5521988016786,https://www.instagram.com/ser.nucleosaudeintegral,,fisioterapeuta,"Copacabana - Rio de Janeiro, RJ",Copacabana,"Av. Nossa Sra. de Copacabana, 690 - sala 704 - Copacabana, Rio de Janeiro - RJ, 22050-001",False,,5.0,
CS Fisioterapia Integral Ltda,21) 99384-4977,21) 99384-4977,https://www.instagram.com/ser.nucleosaudeintegral,,fisioterapeuta,"Copacabana - Rio de Janeiro, RJ",Copacabana,"R. Santa Clara, 50 - Sala 818 - Copacabana, Rio de Janeiro - RJ, 22041-012",False,https://www.instagram.com/csfisioterapiaintegral/,5.0,
Pilates Studio Copacabana,21) 97177-6860,21) 97177-6860,,,pilates,"Copacabana - Rio de Janeiro, RJ",Copacabana,"Av. Nossa Sra. de Copacabana, 836 - Sobreloja 201 - Copacabana, Rio de Janeiro - RJ, 22050-001",False,,4.1,
New Performance Pilates,21) 98278-7273,21) 98278-7273,,,pilates,"Copacabana - Rio de Janeiro, RJ",Copacabana,"Av. Nossa Sra. de Copacabana, 500 - 703 - Copacabana, Rio de Janeiro - RJ, 22020-001",False,,5.0,
Pilates Vital Essência,21) 96666-5119,21) 96666-5119,,,pilates,"Copacabana - Rio de Janeiro, RJ",Copacabana,"R. Barata Ribeiro, 543 - sala 202 - Copacabana, Rio de Janeiro - RJ, 22040-001",False,,5.0,
Voll Studios Copacabana,21) 99887-5942,21) 99887-5942,,,pilates,"Copacabana - Rio de Janeiro, RJ",Copacabana,"R. Miguel Lemos, 41 - sala 806 - Copacabana, Rio de Janeiro - RJ, 22071-000",False,,4.8,
RL STUDIO PILATES,21) 99725-3497,21) 99725-3497,,,pilates,"Copacabana - Rio de Janeiro, RJ",Copacabana,"Av. Nossa Sra. de Copacabana, 647 - Sala 602 - Copacabana, Rio de Janeiro - RJ, 22050-901",False,,5.0,
Bem Pilates e Saúde,21) 97998-2027,21) 97998-2027,https://www.instagram.com/bempilatesesaude,,pilates,"Copacabana - Rio de Janeiro, RJ",Copacabana,"Edifício Sir Alexander Fleming - Av. Nossa Sra. de Copacabana, 1052 - Sala 1102 - Copacabana, Rio de Janeiro - RJ, 22060-002",False,https://www.instagram.com/bempilatesesaude/,5.0,
Studio de Pilates Elizabeth Machado,21) 98819-6550,21) 98819-6550,https://www.instagram.com/bethmachadopilates,,pilates,"Copacabana - Rio de Janeiro, RJ",Copacabana,"Rua Siqueira Campos, 50 - loja 327 - Copacabana, Rio de Janeiro - RJ, 22031-072",False,https://www.instagram.com/bethmachadopilates/,5.0,
Studio de Pilates Adriana Barros,21) 99973-2959,21) 99973-2959,https://www.instagram.com/dribarrospilates?igsh=ODc0NXI3MGx5emVj&utm_source=qr,,pilates,"Copacabana - Rio de Janeiro, RJ",Copacabana,"Av. Nossa Sra. de Copacabana, 605 - COB 01 - Copacabana, Rio de Janeiro - RJ, 22050-902",False,https://www.instagram.com/dribarrospilates?igsh=ODc0NXI3MGx5emVj&utm_source=qr,5.0,
Attractive Pilates,21) 97529-3562,21) 97529-3562,,,pilates,"Copacabana - Rio de Janeiro, RJ",Copacabana,"R. Figueiredo de Magalhães, 701 - Sobreloja - 203 - Copacabana, Rio de Janeiro - RJ, 22031-011",False,,4.9,
Academia Forma Fitness Copacabana,21) 2547-7702,,https://www.instagram.com/formafitnesscopacabana,,academia boutique,"Copacabana - Rio de Janeiro, RJ",Copacabana,"R. Barata Ribeiro, 489 - Copacabana, Rio de Janeiro - RJ, 22040-001",False,https://www.instagram.com/formafitnesscopacabana/,4.7,
Estação Bem Estar Pilates Copacabana,21) 3624-2634,,,,academia boutique,"Copacabana - Rio de Janeiro, RJ",Copacabana,"cep 22020040 - Rua Rodolfo Dantas 110 sobre loja - Copacabana, Rio de Janeiro - RJ, 22020-040",False,,5.0,
S&A Fitness e Moda Praia – Loja de Moda Praia e Fitness em Copacabana,21) 96847-3467,21) 96847-3467,https://www.instagram.com/seafitness.br,,academia boutique,"Copacabana - Rio de Janeiro, RJ",Copacabana,"Av. Nossa Sra. de Copacabana, 683a - Copacabana, Rio de Janeiro - RJ, 22020-001",False,https://www.instagram.com/seafitness.br/,4.6,
Academia Fitness Rio,21) 2491-0958,,https://www.instagram.com/academiafitnessrioficial,,academia boutique,"Copacabana - Rio de Janeiro, RJ",Copacabana,"R. Raul Pompéia, 45 - Copacabana, Rio de Janeiro - RJ, 22080-001",False,https://www.instagram.com/academiafitnessrioficial,4.6,
Tgym Moda Fitness,21) 99006-8822,21) 99006-8822,,,academia boutique,"Copacabana - Rio de Janeiro, RJ",Copacabana,"R. Sá Ferreira - Copacabana, Rio de Janeiro - RJ, 22071-101",False,,5.0,
Fuzuê Fitness Experience,21) 98380-2405,21) 98380-2405,,,academia boutique,"Copacabana - Rio de Janeiro, RJ",Copacabana,"Av. Nossa Sra. de Copacabana, 794 - sala 701 - Copacabana, Rio de Janeiro - RJ, 22050-001",False,,4.6,
Clube Israelita Brasileiro - CIB,21) 2235-6696,,,,academia boutique,"Copacabana - Rio de Janeiro, RJ",Copacabana,"R. Barata Ribeiro, 489 - Copacabana, Rio de Janeiro - RJ, 22040-001",False,,4.2,
Studio de Pilates Elizabeth Machado,21) 98819-6550,21) 98819-6550,https://www.instagram.com/bethmachadopilates,,academia boutique,"Copacabana - Rio de Janeiro, RJ",Copacabana,"Rua Siqueira Campos, 50 - loja 327 - Copacabana, Rio de Janeiro - RJ, 22031-072",False,https://www.instagram.com/bethmachadopilates/,5.0,
Studio Cris Perfeito,51) 98445-2705,51) 98445-2705,,,studio de sobrancelha,"Copacabana - Rio de Janeiro, RJ",Copacabana,"Edifício Pinheiro Machado - R. Miguel Lemos, 41 - sala 303 - Copacabana, Rio de Janeiro - RJ, 22071-001",False,,5.0,
Spa das Sobrancelhas,21) 3435-1365,,https://instagram.com/spadassobrancelhascopa1?igshid=ZDdkNTZiNTM=,,studio de sobrancelha,"Copacabana - Rio de Janeiro, RJ",Copacabana,"R. Santa Clara, 33 - Sala 416 - Copacabana, Rio de Janeiro - RJ, 22041-011",False,https://instagram.com/spadassobrancelhascopa1?igshid=ZDdkNTZiNTM=,4.6,
Alessia beauty room - Cílios Copacabana,21) 98272-8341,21) 98272-8341,,,studio de sobrancelha,"Copacabana - Rio de Janeiro, RJ",RJ,"Av. Nossa Sra. de Copacabana, 807 - Sala 606 - Copacabana, Rio de Janeiro - RJ, 22050-002, Rio de Janeiro - RJ, 22041-011",False,,5.0,
Jessica Quintans Beauty Studio,21) 97279-0757,21) 97279-0757,http://www.instagram.com/jessicaquintans.beauty,,studio de sobrancelha,"Copacabana - Rio de Janeiro, RJ",Copacabana,"Av. Nossa Sra. de Copacabana, 647/514 - Copacabana, Rio de Janeiro - RJ, 22050-002",False,http://www.instagram.com/jessicaquintans.beauty,5.0,
"Andrea Jarbas cabeleireira,design de sobrancelha.",21) 99665-1772,21) 99665-1772,,,studio de sobrancelha,"Copacabana - Rio de Janeiro, RJ",Copacabana,"Av. Nossa Sra. de Copacabana, 610 - loja 22 - Copacabana, Rio de Janeiro - RJ, 22050-001",False,,4.9,
Studio Delas,21) 97884-7956,21) 97884-7956,,,studio de sobrancelha,"Copacabana - Rio de Janeiro, RJ",Copacabana,"R. Santa Clara, 33 918 - 9º andar - Copacabana, Rio de Janeiro - RJ, 22041-010",False,,5.0,
Extensão de cílios e designer de sobrancelhas - Ana Paula Alves,21) 99761-6941,21) 99761-6941,https://www.instagram.com/anapaulaalvesbeauty,,studio de sobrancelha,"Copacabana - Rio de Janeiro, RJ",Copacabana,"R. Santa Clara, 33 - sala 311 - Copacabana, Rio de Janeiro - RJ, 22041-011",False,https://www.instagram.com/anapaulaalvesbeauty/,5.0,
Design de Sobrancelhas & Microblanding Copacabana,21) 99903-3022,21) 99903-3022,https://www.instagram.com/removal_beauty?igsh=N3Juand0aXFtZHc5,,studio de sobrancelha,"Copacabana - Rio de Janeiro, RJ",Copacabana,"R. Ronald de Carvalho, 229 - Loja A - Copacabana, Rio de Janeiro - RJ, 22021-020",False,https://www.instagram.com/removal_beauty?igsh=N3Juand0aXFtZHc5,5.0,
Bruna Oliveira - Lash Designer (Expert em Cílios e Sobrancelhas),21) 99131-7093,21) 99131-7093,https://www.instagram.com/bruoliveiralash,,studio de sobrancelha,"Copacabana - Rio de Janeiro, RJ",RJ,"Copacabana, Rio de Janeiro - RJ, 20211-901",False,https://www.instagram.com/bruoliveiralash/,5.0,
Onça Beauty - Studio de Beleza em Copacabana - Cabeleireira,21) 97486-9375,5521974869375,,,studio de sobrancelha,"Copacabana - Rio de Janeiro, RJ",Copacabana,"Rua Siqueira Campos, 239 - Loja A - Copacabana, Rio de Janeiro - RJ, 22031-071",False,,4.9,
"Luana Oliveira ,Designer sobrancelhas ,Extensão de cilios tufos e manicure.",21) 97405-8700,21) 97405-8700,,,studio de sobrancelha,"Copacabana - Rio de Janeiro, RJ",Copacabana,"Av. Nossa Sra. de Copacabana, 610 - loja 22 - Copacabana, Rio de Janeiro - RJ, 22050-001",False,,4.5,
Studio Beauty CS,21) 98932-0086,21) 98932-0086,,,studio de sobrancelha,"Copacabana - Rio de Janeiro, RJ",Copacabana,"R. Santa Clara, 33 - 1019 - Copacabana, Rio de Janeiro - RJ, 22041-011",False,,4.9,
Studio de beleza Bem-me-quer,21) 97370-9013,21) 97370-9013,,,studio de sobrancelha,"Copacabana - Rio de Janeiro, RJ",Copacabana,"Av. Nossa Sra. de Copacabana, 680 - sala 406 - Copacabana, Rio de Janeiro - RJ, 22050-001",False,,5.0,
Alessia beauty room - Cílios Copacabana,21) 98272-8341,21) 98272-8341,,,studio de cílios,"Copacabana - Rio de Janeiro, RJ",RJ,"Av. Nossa Sra. de Copacabana, 807 - Sala 606 - Copacabana, Rio de Janeiro - RJ, 22050-002, Rio de Janeiro - RJ, 22041-011",False,,5.0,
"Lmadame: Nail designer, extensão de cílios e sobrancelhas.",21) 97472-9390,21) 97472-9390,https://www.instagram.com/lmadamerj/profilecard/?igsh=MWdyZGdhM3J1ZjJ5eA==,,studio de cílios,"Copacabana - Rio de Janeiro, RJ",Copacabana,"Av. Nossa Sra. de Copacabana, 1059 - Sala 1203 - Copacabana, Rio de Janeiro - RJ, 22041-011",False,https://www.instagram.com/lmadamerj/profilecard/?igsh=MWdyZGdhM3J1ZjJ5eA==,5.0,
Amanda Fernandes Extensão de Cílios,21) 99029-2207,21) 99029-2207,https://www.instagram.com/amandaf.lash,,studio de cílios,"Copacabana - Rio de Janeiro, RJ",Copacabana,"R. Figueiredo de Magalhães, 286 - Copacabana, Rio de Janeiro - RJ, 22031-012",False,https://www.instagram.com/amandaf.lash/,5.0,
Extensão de cílios e designer de sobrancelhas - Ana Paula Alves,21) 99761-6941,21) 99761-6941,https://www.instagram.com/anapaulaalvesbeauty,,studio de cílios,"Copacabana - Rio de Janeiro, RJ",Copacabana,"R. Santa Clara, 33 - sala 311 - Copacabana, Rio de Janeiro - RJ, 22041-011",False,https://www.instagram.com/anapaulaalvesbeauty/,5.0,
Rio Lashes | Extensão de cílios,,,https://instagram.com/riolashes_,,studio de cílios,"Copacabana - Rio de Janeiro, RJ",Copacabana,"Av. Nossa Sra. de Copacabana, 262 - Copacabana, Rio de Janeiro - RJ, 22020-001",False,https://instagram.com/riolashes_,5.0,
Chloe Beauty & co l Extensão de cílios l manicure e pedicure,21) 99372-5769,21) 99372-5769,,,studio de cílios,"Copacabana - Rio de Janeiro, RJ",Copacabana,"R. Santa Clara, 33 - Copacabana, Rio de Janeiro - RJ, 22041-011",False,,5.0,
@lashdesigner_biafreixo,22) 99992-2002,22) 99992-2002,https://www.instagram.com/lashdesigner_biafreixo?igsh=MXBzaWxicjIzZ2hmZA==&utm_source=qr,,studio de cílios,"Copacabana - Rio de Janeiro, RJ",Copacabana,"Av. Nossa Sra. de Copacabana, 807 - Copacabana, Rio de Janeiro - RJ, 22041-011",False,https://www.instagram.com/lashdesigner_biafreixo?igsh=MXBzaWxicjIzZ2hmZA==&utm_source=qr,5.0,
Verônica Paixão Beauty,21) 99568-9558,21) 99568-9558,https://instagram.com/vepaixaobeauty?utm_medium=copy_link,,studio de cílios,"Copacabana - Rio de Janeiro, RJ",Copacabana,"R. Constante Ramos, 44 - Copacabana, Rio de Janeiro - RJ, 22051-011",False,https://instagram.com/vepaixaobeauty?utm_medium=copy_link,4.9,
Thaina Souza | Cílios e sobrancelhas,21) 96526-1447,21) 96526-1447,https://www.instagram.com/thainabeautyclinic?igsh=a2w4cDNwbnplYzZ6&utm_source=qr,,studio de cílios,"Copacabana - Rio de Janeiro, RJ",Copacabana,"Av. Nossa Sra. de Copacabana, 807 - sala 505 - Copacabana, Rio de Janeiro - RJ, 22050-002",False,https://www.instagram.com/thainabeautyclinic?igsh=a2w4cDNwbnplYzZ6&utm_source=qr,5.0,
Spa das Sobrancelhas,21) 3435-1365,,https://instagram.com/spadassobrancelhascopa1?igshid=ZDdkNTZiNTM=,,studio de cílios,"Copacabana - Rio de Janeiro, RJ",Copacabana,"R. Santa Clara, 33 - Sala 416 - Copacabana, Rio de Janeiro - RJ, 22041-011",False,https://instagram.com/spadassobrancelhascopa1?igshid=ZDdkNTZiNTM=,4.6,
Cílios Copacabana Janne Araújo,21) 98888-1847,21) 98888-1847,,,studio de cílios,"Copacabana - Rio de Janeiro, RJ",Copacabana,"R. Barata Ribeiro, 391 - Copacabana, Rio de Janeiro - RJ, 22051-002",False,,,
Helena’s Lash Copacabana,21) 97001-7654,21) 97001-7654,,,studio de cílios,"Copacabana - Rio de Janeiro, RJ",Copacabana,"Av. Nossa Sra. de Copacabana - Copacabana, Rio de Janeiro - RJ, 22060-002",False,,5.0,
"StudioFênix/Sobrancelhas, Cilios, Unhas,Tranças,Micropigmentação,Brow lamination,Limpeza de facial,Remoção-Laser.ESPA/PORTU",21) 97072-0366,21) 97072-0366,,,studio de cílios,"Copacabana - Rio de Janeiro, RJ",Copacabana,"Edifício das boutique - R. Santa Clara, 75 - sob. loja 808 - Copacabana, Rio de Janeiro - RJ, 22041-011",False,,5.0,
Cilios - Sobrancelhas - Micropigmentação Daniele Moreira,,,https://www.instagram.com/dannygaldinociliossobrancelhas,,studio de cílios,"Copacabana - Rio de Janeiro, RJ",Copacabana,"Av. Nossa Sra. de Copacabana, 1018 - COBERTURA 9 - Copacabana, Rio de Janeiro - RJ, 22060-002",False,https://www.instagram.com/dannygaldinociliossobrancelhas/,5.0,
"Luana Oliveira ,Designer sobrancelhas ,Extensão de cilios tufos e manicure.",21) 97405-8700,21) 97405-8700,,,studio de cílios,"Copacabana - Rio de Janeiro, RJ",Copacabana,"Av. Nossa Sra. de Copacabana, 610 - loja 22 - Copacabana, Rio de Janeiro - RJ, 22050-001",False,,4.5,
"Lmadame: Nail designer, extensão de cílios e sobrancelhas.",21) 97472-9390,21) 97472-9390,https://www.instagram.com/lmadamerj/profilecard/?igsh=MWdyZGdhM3J1ZjJ5eA==,,lash designer,"Copacabana - Rio de Janeiro, RJ",Copacabana,"Av. Nossa Sra. de Copacabana, 1059 - Sala 1203 - Copacabana, Rio de Janeiro - RJ, 22041-011",False,https://www.instagram.com/lmadamerj/profilecard/?igsh=MWdyZGdhM3J1ZjJ5eA==,5.0,
Alessia beauty room - Cílios Copacabana,21) 98272-8341,21) 98272-8341,,,lash designer,"Copacabana - Rio de Janeiro, RJ",RJ,"Av. Nossa Sra. de Copacabana, 807 - Sala 606 - Copacabana, Rio de Janeiro - RJ, 22050-002, Rio de Janeiro - RJ, 22041-011",False,,5.0,
Letícia Barradas Lash Designer,21) 97402-8180,21) 97402-8180,https://www.instagram.com/letbarradaslash,,lash designer,"Copacabana - Rio de Janeiro, RJ",Copacabana,"R. Barata Ribeiro, 727 - Copacabana, Rio de Janeiro - RJ, 22051-001",False,https://www.instagram.com/letbarradaslash,5.0,
Bruna Oliveira - Lash Designer (Expert em Cílios e Sobrancelhas),21) 99131-7093,21) 99131-7093,https://www.instagram.com/bruoliveiralash,,lash designer,"Copacabana - Rio de Janeiro, RJ",RJ,"Copacabana, Rio de Janeiro - RJ, 20211-901",False,https://www.instagram.com/bruoliveiralash/,5.0,
